propertyId,coordinates,Micromarket,Area
PA3028,"13.052804926489761, 77.5785027067755",; Hebbal,North Bangalore
PA3029,"12.853082229886626, 77.80338513386539",; Sarjapura,East Bangalore
PA3030,"12.95215244388664, 77.72085759514255",; Munekolala,Not Found
PA3031,"13.06953901501364, 77.60613551597355",; Jakkur,North Bangalore
PA3032,"13.02677149718592, 77.76336639459831",; Kannamangala,East Bangalore
PA3033,"12.909568529375067, 77.58532754374018",; JP Nagar,South Bangalore
PA3034,"12.875685551038337, 77.77844688914513",; Sarjapura,East Bangalore
PA3035,"12.84930087071549, 77.66037900956835",; Electronic City,South Bangalore
PA3036,"12.9625614591889, 77.58319382937849",; Chickpet,Central Bangalore
PA3037,"12.92387969816298, 77.60062919114532",; Jayanagar ,Not Found
PA3038,"13.043482638221507, 77.5790705174969",; Radhakrishna Temple Ward,North Bangalore
PA3039,"13.041057211992669, 77.57962942431779",; Radhakrishna Temple Ward,North Bangalore
PA3040,"12.921817719528242, 77.59975668378715",; Jayanagar ,Not Found
PA3041,"12.921817719528242, 77.59975668378715",; Jayanagar ,Not Found
PA3042,"12.9823045900744, 77.74376967888723",; Hoodi,East Bangalore
PA3043,"12.904740838044226, 77.59667309282234",; JP Nagar,South Bangalore
PA3044,"13.144317168148998, 77.68444162816371",; KIADB Park,North Bangalore
PA3045,"1324, 1234",Not Found,Not Found
PA3046,"12.990470123437614, 77.78935963226668",; Hoskote,East Bangalore
PA3047,"12.888115443912207, 77.62271195889548",; Begur,South Bangalore
PA3048,"13.014628599032944, 77.76181612849277",; Kannamangala,East Bangalore
PA3049,"13.043643196463961, 77.74495184910818",; Aavalahalli,East Bangalore
PA3050,"13.146108396369083, 77.6389338972769",; Bagaluru,North Bangalore
PA3051,"13.144491559334593, 77.68445659327685",; KIADB Park,North Bangalore
PA3052,"13.04931303202645, 77.59338389327799",; Hebbal,North Bangalore
PA3053,"12.898433525107706, 77.6114272502071",; Bilekhalli,South Bangalore
PA3054,"12.898430910578098, 77.61142859131155",; Bilekhalli,South Bangalore
PA3055,"13.052662172093891, 77.67762867172672",; Bileshivale,North Bangalore
PA3056,"12.866806764455077, 77.69082480090414",; Gulimangala,East Bangalore
PA3057,"13.079441277078516, 77.55283553987994",; Vidyaranyapura,North Bangalore
PA3058,"13.002076361196163, 77.54336000852113",; Rajajinagar,West Bangalore
PA3059,"12.97233149655924, 77.75017562393732",; Whitefield,East Bangalore
PA3060,"13.007614026040638, 77.55451698582696",; Rajajinagar,West Bangalore
PA3061,"12.881955345162936, 77.57537837874085",; Anjanapura,South Bangalore
PA3062,"13.268986762459795, 77.66994285194907",; Devanahalli,North Bangalore
PA3063,"12.967275560240695, 77.75012227486127",; Whitefield,East Bangalore
PA3064,"13.053467022531859, 77.5754275550963",; Hebbal,North Bangalore
PA3065,"12.875691397226138, 77.7784507586029",; Sarjapura,East Bangalore
PA3066,"12.906025951384342, 77.69882186198744",; Carmelaram,East Bangalore
PA3067,"12.927635967265033, 77.69861214372456",; Kadubeesanahalli,East Bangalore
PA3068,"12.930661562008506, 77.6955880904524",; Kadubeesanahalli,East Bangalore
PA3069,"12.929584866315738, 77.67433719497619",; Bellandur,East Bangalore
PA3070,"12.934579195992253, 77.74372499447767",; Varthur,East Bangalore
PA3071,"12.934579195992253, 77.74372499447767",; Varthur,East Bangalore
PA3072,"13.271684761319687, 77.61803492157598",; Devanahalli,North Bangalore
PA3073,"12.944206341038207, 77.62826778302868",; Koramangala,East Bangalore
PA3074,"13.19991968529757, 77.581962417791",; Devanahalli,North Bangalore
PA3075,"13.03801789142893, 77.70229993497017",; Margondanahalli,North Bangalore
PA3076,"12.987071151332156, 77.59232562212424",; Vasanth Nagar,Central Bangalore
PA3077,"12.932313040790813, 77.61135981152471",; BTM Layout,South Bangalore
PA3078,"12.909864376278545, 77.62452559256309",; Bommanahalli,South Bangalore
PA3079,"12.933435037802996, 77.53075817363285",; Rajarajeshwari Nagar,West Bangalore
PA3081,"13.061300779287489, 77.6324749423627",; Thanisandra,North Bangalore
PA3082,"13.003204814864105, 77.59830303876204",; RT Nagar,North Bangalore
PA3083,"12.966111771600785, 77.74309647119055",; Whitefield,East Bangalore
PA3084,"12.965032209961526, 77.59547799694225",; Chickpet,Central Bangalore
PA3085,"12.99437773120966, 77.5890274374472",; Vasanth Nagar,Central Bangalore
PA3086,"12.960276788311413, 77.60413397794176",; Shanthi Nagar,Central Bangalore
PA3087,"12.906092845298145, 77.70336192062766",; Carmelaram,East Bangalore
PA3088,"12.940416525739888, 77.69820835793713",; Kadubeesanahalli,East Bangalore
PA3089,"13.292205933017767, 77.55267955905222",; Doddaballapura,North Bangalore
PA3090,"13.263392341990242, 77.68267411310944",; Devanahalli,North Bangalore
PA3091,"12.988122777952503, 77.7204702043114",; Hoodi,East Bangalore
PA3092,"13.159040037467868, 77.60281579880137",; Bagaluru,North Bangalore
PA3093,"12.89977219264055, 77.47790997134737",; Kengeri,West Bangalore
PA3094,"13.263973196653696, 77.68247258572043",; Devanahalli,North Bangalore
PA3095,"12.940427950715128, 77.69820773958728",; Kadubeesanahalli,East Bangalore
PA3096,"13.313750418935275, 77.69645597379909",; Devanahalli,North Bangalore
PA3097,"13.023291252301892, 77.63751986603434",; Banasavadi,North Bangalore
PA3098,"12.878350761964088, 77.77419526843907",; Sarjapura,East Bangalore
PA3099,"12.878344878608045, 77.77421270220336",; Sarjapura,East Bangalore
PA3100,"12.929736219198139, 77.68606337788694",; Kadubeesanahalli,East Bangalore
PA3101,"12.78686102179784, 77.74425962819569",; Attibele,South Bangalore
PA3102,"12.884247281530984, 77.6681992916708",; Naganathapura,East Bangalore
PA3103,"12.934576000573504, 77.74373898709183",; Varthur,East Bangalore
PA3104,"13.114896747708071, 77.56310454833225",; Bylakere,North Bangalore
PA3105,"13.06451912729942, 77.63406016259307",; Thanisandra,North Bangalore
PA3106,"13.023426535084052, 77.76269433954735",; Kannamangala,East Bangalore
PA3107,"12.919510747895991, 77.73735468515527",; Gunjur,East Bangalore
PA3108,"12.88516662806844, 77.65546762952782",; Kudlu,East Bangalore
PA3109,"13.062960630085632, 77.67525573960023",; Bileshivale,North Bangalore
PA3110,"13.06289792288914, 77.67534157029091",; Bileshivale,North Bangalore
PA3111,"12.857581153921103, 77.6462073797856",; Begur,South Bangalore
PA3112,"13.057059900852714, 77.64264209616323",; Kothanur,North Bangalore
PA3113,"13.144319615430513, 77.68443845907929",; KIADB Park,North Bangalore
PA3114,"12.933257337883822, 77.70293355628246",; Kadubeesanahalli,East Bangalore
PA3115,"12.868155125456823, 77.69507507089435",; Gattahalli,East Bangalore
PA3116,"12.861810507760984, 77.69828136935479",; Gulimangala,East Bangalore
PA3117,"12.968577010594991, 77.66724925145651",; HAL Airport,East Bangalore
PA3118,"13.149606092478626, 77.64228645175983",; Bagaluru,North Bangalore
PA3119,"12.683696034359047, 77.71684421700125",; Anekal,South Bangalore
PA3120,"12.933626619724574, 77.71670564615881",; Panathur,East Bangalore
PA3121,"12.841919809600965, 77.73038908559434",; Gopasandra,South Bangalore
PA3122,"12.878023084894838, 77.76951120580333",; Sarjapura,East Bangalore
PA3123,"12.990471445626026, 77.78935995665805",; Hoskote,East Bangalore
PA3124,"12.934477004676959, 77.73941235025296",; Varthur,East Bangalore
PA3125,"12.934479618829364, 77.73940966804419",; Varthur,East Bangalore
PA3126,"12.984988405068062, 77.75252811744397",; Hoodi,East Bangalore
PA3127,"12.984990021211123, 77.75255359877963",; Hoodi,East Bangalore
PA3128,"12.930667245236707, 77.69558340852814",; Kadubeesanahalli,East Bangalore
PA3129,"12.935471406620456, 77.72441734093852",; Balagere,East Bangalore
PA3130,"12.930649377036966, 77.74294150294294",; Gunjur,East Bangalore
PA3131,"12.904551433334868, 77.66323124182541",; Harlur,East Bangalore
PA3132,"12.965890747967217, 77.74310916305244",; Whitefield,East Bangalore
PA3133,"12.885346641548901, 77.7044492770994",; Chikkakannalli,East Bangalore
PA3134,"12.919504011111316, 77.60821268502828",; BTM Layout,South Bangalore
PA3135,"13.068149080291205, 77.60559474489114",; Jakkur,North Bangalore
PA3136,"12.918125897056443, 77.68332040329584",; Kaikondrahalli,East Bangalore
PA3137,"12.878349745818111, 77.77421256510905",; Sarjapura,East Bangalore
PA3138,"12.875685395657795, 77.7784485604171",; Sarjapura,East Bangalore
PA3139,"12.875691278883691, 77.77844051378985",; Sarjapura,East Bangalore
PA3140,"12.875684088274255, 77.77844923096939",; Sarjapura,East Bangalore
PA3141,"12.875690165313928, 77.77845360339056",; Sarjapura,East Bangalore
PA3143,"13.104507407138616, 77.61067352575465",; Yelahanka,East Bangalore
PA3144,"12.873626560263665, 77.64314479232996",; Begur,South Bangalore
PA3145,"13.023945404961344, 77.74745713363231",; Kannamangala,East Bangalore
PA3146,"13.023946711567215, 77.74746048639368",; Kannamangala,East Bangalore
PA3147,"12.920024128601192, 77.6891292788107",; Bellandur,East Bangalore
PA3148,"13.031908122993364, 77.7619156067604",; Kannamangala,East Bangalore
PA3149,"13.147528723620788, 77.67761763185617",; KIADB Park,North Bangalore
PA3150,"13.200116323607006, 77.5819621639575",; Devanahalli,North Bangalore
PA3151,"13.20866234015042, 77.60471158163057",; Devanahalli,North Bangalore
PA3152,"13.238672814447048, 77.607715940541",; Devanahalli,North Bangalore
PA3153,"13.236694632218928, 77.61331423744832",; Devanahalli,North Bangalore
PA3154,"13.236684188416984, 77.61315330491904",; Devanahalli,North Bangalore
PA3155,"13.052093488236348, 77.48946307979168",; Nagasandra,West Bangalore
PA3156,"12.886650146658415, 77.45406342535635",; Challaghatta,Not Found
PA3157,"13.002288044065422, 77.52664762198329",; Rajajinagar,West Bangalore
PA3158,"13.064280697991444, 77.63413123804575",; Thanisandra,North Bangalore
PA3159,"13.06427743200948, 77.6341272147321",; Thanisandra,North Bangalore
PA3160,"13.050361565829206, 77.59459251359978",; Hebbal,North Bangalore
PA3161,"13.007535313115001, 77.58114130855951",; Sadashivanagar,West Bangalore
PA3162,"13.102168814631105, 77.63131262025922",; Yelahanka,East Bangalore
PA3163,"13.102168814631105, 77.63131262025922",; Yelahanka,East Bangalore
PA3164,"12.869556175479778, 77.63428990836623",; Begur,South Bangalore
PA3165,"12.86760752383409, 77.52360417853652",; Banashankari 6th Stage,South Bangalore
PA3166,"12.906030421898581, 77.69881936232552",; Carmelaram,East Bangalore
PA3167,"13.003194546642481, 77.59830043497047",; RT Nagar,North Bangalore
PA3168,"12.853079852972746, 77.80337371052794",; Sarjapura,East Bangalore
PA3169,"13.071728165586512, 77.64755744354461",; Narayanapura,North Bangalore
PA3170,"13.062881792085792, 77.73990159326118",; Budigere Cross,East Bangalore
PA3171,"13.059114598255666, 77.65889314417976",; Kyalasanahalli,Not Found
PA3172,"13.07270804133161, 77.75181311109752",; Budigere Cross,East Bangalore
PA3173,"13.056926632812075, 77.59842691940486",; Jakkur,North Bangalore
PA3174,"13.007222689833291, 77.76230871565342",; Kadugodi,East Bangalore
PA3175,"12.971015003413932, 77.71440854632199",; Hoodi,East Bangalore
PA3176,"12.977258960883983, 77.77231207504536",; Whitefield,East Bangalore
PA3177,"12.886221777608236, 77.77689301813885",; Sarjapura,East Bangalore
PA3178,"13.016893723874128, 77.76150288032508",; Kannamangala,East Bangalore
PA3179,"12.959529404671631, 77.74071403835703",; Whitefield,East Bangalore
PA3180,"12.959532672033674, 77.74071403835703",; Whitefield,East Bangalore
PA3181,"12.959526137309537, 77.7407214144313",; Whitefield,East Bangalore
PA3182,"12.98707701885606, 77.71029374532807",; Hoodi,East Bangalore
PA3183,"12.924829829656959, 77.66935610326182",; Bellandur,East Bangalore
PA3184,"12.928970888987317, 77.67057382430775",; Bellandur,East Bangalore
PA3185,"12.885078602773243, 77.70422608591024",; Virgonagar,Not Found
PA3186,"13.076734990374703, 77.73412055890502",; Mandur,North Bangalore
PA3187,"12.875691322349775, 77.77844916748002",; Sarjapura,East Bangalore
PA3188,"12.875691322349775, 77.77844916748002",; Sarjapura,East Bangalore
PA3189,"12.875691322349775, 77.77844916748002",; Sarjapura,East Bangalore
PA3190,"12.875691322349775, 77.77844916748002",; Sarjapura,East Bangalore
PA3191,"12.899641264504753, 77.7036123659193",; Chikkakannalli,East Bangalore
PA3192,"12.935477559682155, 77.7244212675132",; Balagere,East Bangalore
PA3193,"12.935477559682155, 77.7244212675132",; Balagere,East Bangalore
PA3194,"12.931162456748924, 77.73708874110442",; Gunjur,East Bangalore
PA3195,"13.01172824004597, 77.74593588221933",; Kannamangala,East Bangalore
PA3196,"12.879339388370617, 77.67193968221659",; Choodasandra,East Bangalore
PA3197,"12.934469035378093, 77.7394097588844",; Varthur,East Bangalore
PA3198,"12.934583117215668, 77.74373102944526",; Varthur,East Bangalore
PA3199,"12.868310050193093, 77.68644162945132",; Rayasandra,East Bangalore
PA3200,"12.93361888972159, 77.71670272881448",; Panathur,East Bangalore
PA3201,"12.926872030356265, 77.6615578159419",; Agaram,East Bangalore
PA3202,"12.934477153792377, 77.73940691219006",; Varthur,East Bangalore
PA3203,"12.934477153792377, 77.73940691219006",; Varthur,East Bangalore
PA3204,"12.935481452525341, 77.72442257054037",; Balagere,East Bangalore
PA3205,"12.935481452525341, 77.72442257054037",; Balagere,East Bangalore
PA3206,"12.972738068756449, 77.76291256455627",; Whitefield,East Bangalore
PA3207,"12.988124054353726, 77.72046691778475",; Hoodi,East Bangalore
PA3208,"13.025130098986594, 77.74640897056196",; Kannamangala,East Bangalore
PA3209,"12.833144276047381, 77.77647967046056",; Sarjapura,East Bangalore
PA3210,"12.979495368380807, 77.75881459998799",; Whitefield,East Bangalore
PA3211,"12.878018505279304, 77.7695114",; Sarjapura,East Bangalore
PA3212,"13.199919256714988, 77.58196442944777",; Devanahalli,North Bangalore
PA3213,"12.87578394966628, 77.78039222331576",; Sarjapura,East Bangalore
PA3214,"12.896204940960986, 77.659679076691",; Harlur,East Bangalore
PA3215,"12.878355210540173, 77.77419190000091",; Sarjapura,East Bangalore
PA3216,"12.913178675195063, 77.49534572083385",; Kengeri,West Bangalore
PA3217,"12.901373342948418, 77.52760535894707",; Uttarahalli,South Bangalore
PA3218,"13.098682861623972, 77.64130075925651",; Yelahanka,East Bangalore
PA3219,"12.901201893232628, 77.56986120102145",; Uttarahalli,South Bangalore
PA3220,"12.878315896413286, 77.77195291148583",; Sarjapura,East Bangalore
PA3221,"12.896374307318588, 77.53503958820976",; Uttarahalli,South Bangalore
PA3222,"12.875647172071737, 77.55309962324407",; Anjanapura,South Bangalore
PA3223,"13.027839160687762, 77.74952586044543",; Kannamangala,East Bangalore
PA3224,"12.974700112476823, 77.75084762288961",; Whitefield,East Bangalore
PA3225,"12.885058778427528, 77.76989526069785",; Sarjapura,East Bangalore
PA3226,"13.087956152426019, 77.60397043745107",; Yelahanka,East Bangalore
PA3227,"13.073330069111138, 77.64375634909601",; Narayanapura,North Bangalore
PA3228,"13.118980276523033, 77.57946856258866",; Yelahanka,East Bangalore
PA3229,"13.024600124405143, 77.76196067786707",; Kannamangala,East Bangalore
PA3230,"13.055132194620128, 77.76273112771598",; Nimbekaipura,East Bangalore
PA3231,"12.977060087030521, 77.7585674107882",; Whitefield,East Bangalore
PA3232,"13.00367666885644, 77.76075996660946",; Kadugodi,East Bangalore
PA3233,"12.934516818325541, 77.69919932983267",; Kadubeesanahalli,East Bangalore
PA3234,"12.935479805079451, 77.72442324294397",; Balagere,East Bangalore
PA3235,"12.92952571633856, 77.72918841197745",; Gunjur,East Bangalore
PA3236,"13.124598359746152, 77.56769780963629",; Bylakere,North Bangalore
PA3237,"13.10039970408286, 77.63205564795693",; Yelahanka,East Bangalore
PA3238,"12.92529376145807, 77.72910694234947",; Gunjur,East Bangalore
PA3239,"12.93362892024157, 77.71670362799847",; Panathur,East Bangalore
PA3240,"12.938998436367807, 77.7211116644745",; Balagere,East Bangalore
PA3241,"12.93883113358979, 77.72113312214717",; Balagere,East Bangalore
PA3242,"12.938862502869206, 77.72115457981984",; Balagere,East Bangalore
PA3243,"12.935753355124664, 77.72445468995525",; Balagere,East Bangalore
PA3244,"12.972808640019537, 77.7628838601464",; Whitefield,East Bangalore
PA3245,"13.031949933030806, 77.76187269143217",; Kannamangala,East Bangalore
PA3246,"12.938893872144693, 77.7211116644745",; Balagere,East Bangalore
PA3247,"12.96566838720017, 77.55976080511046",; Chickpet,Central Bangalore
PA3248,"12.934476468793745, 77.73941100104508",; Varthur,East Bangalore
PA3249,"12.9881239736692, 77.72047349438013",; Hoodi,East Bangalore
PA3250,"12.940425881436365, 77.6982019580433",; Kadubeesanahalli,East Bangalore
PA3251,"12.909110814944981, 77.69047232683357",; Kaikondrahalli,East Bangalore
PA3252,"12.934201705217422, 77.6831148659112",; Marathahalli,East Bangalore
PA3253,"12.931636145720256, 77.69637693195129",; Kadubeesanahalli,East Bangalore
PA3254,"12.902983917184786, 77.66220703359225",; Harlur,East Bangalore
PA3255,"12.902978034600167, 77.66220569248777",; Harlur,East Bangalore
PA3256,"12.933628587534532, 77.7167026025505",; Panathur,East Bangalore
PA3257,"13.07154566632402, 77.53529027998475",; Vidyaranyapura,North Bangalore
PA3258,"13.033437283143364, 77.64893282608261",; Hennur,North Bangalore
PA3259,"12.925195296644564, 77.63716384751014",; Koramangala,East Bangalore
PA3261,"12.902984004364045, 77.66220743656136",; Harlur,East Bangalore
PA3262,"12.978668548093417, 77.56373443466599",; Rajajinagar,West Bangalore
PA3263,"13.064084655863484, 77.58720399947434",; Sahakara Nagar,North Bangalore
PA3264,"12.935477487167876, 77.72442675722637",; Balagere,East Bangalore
PA3265,"12.930651797786762, 77.74294357024311",; Gunjur,East Bangalore
PA3266,"12.904546899010839, 77.66323104418176",; Harlur,East Bangalore
PA3267,"12.965883911539045, 77.74310497786014",; Whitefield,East Bangalore
PA3268,"12.930071134805734, 77.61067207881948",; BTM Layout,South Bangalore
PA3269,"12.92045368607415, 77.59202453471829",; JP Nagar,South Bangalore
PA3270,"12.86823519997368, 77.69304588265611",; Gattahalli,East Bangalore
PA3271,"12.86823519997368, 77.69304588265611",; Gattahalli,East Bangalore
PA3272,"12.86823519997368, 77.69304588265611",; Gattahalli,East Bangalore
PA3273,"12.868236507396073, 77.69303984768567",; Gattahalli,East Bangalore
PA3275,"13.08447356754552, 77.64272629234671",; Yelahanka,East Bangalore
PA3276,"12.89862077283232, 77.57090052067939",; Uttarahalli,South Bangalore
PA3277,"12.887655189132639, 77.45227178549668",; Challaghatta,Not Found
PA3278,"13.159036134159258, 77.60281654731195",; Bagaluru,North Bangalore
PA3279,"13.052664010605612, 77.67763044543389",; Bileshivale,North Bangalore
PA3280,"12.872449607738368, 77.5951922555479",; Akshayanagar,South Bangalore
PA3281,"12.929912584142713, 77.7400910334761",; Gunjur,East Bangalore
PA3282,"12.973465964165566, 77.74394618815238",; Whitefield,East Bangalore
PA3283,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3284,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3285,"13.046994086106226, 77.61527392225823",; Nagavara,North Bangalore
PA3286,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3287,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3288,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3289,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3290,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3291,"13.054232308999632, 77.48638721368653",; Nagasandra,West Bangalore
PA3292,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3293,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3294,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3295,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3296,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3297,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3298,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3299,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3300,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3301,"13.077833240864315, 77.65813471337786",; Chikkagubbi,North Bangalore
PA3302,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3303,"13.077831934543271, 77.65813471337786",; Chikkagubbi,North Bangalore
PA3304,"12.89299300510454, 77.55987706990696",; Uttarahalli,South Bangalore
PA3305,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3306,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3307,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3308,"12.888065517188032, 77.54523108388146",; Uttarahalli,South Bangalore
PA3309,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3310,"13.288992277739032, 77.72384272908296",; Devanahalli,North Bangalore
PA3311,"12.892245253296037, 77.58977853147852",; Bilekhalli,South Bangalore
PA3312,"12.892247851262617, 77.58978208501377",; Bilekhalli,South Bangalore
PA3313,"12.8618085953083, 77.69828011054649",; Gulimangala,East Bangalore
PA3314,"12.683691429951468, 77.7168402256423",; Anekal,South Bangalore
PA3315,"12.6836940467067, 77.71683687288095",; Anekal,South Bangalore
PA3316,"12.683691429951468, 77.7168402256423",; Anekal,South Bangalore
PA3317,"12.683691429951468, 77.7168402256423",; Anekal,South Bangalore
PA3318,"12.683691429951468, 77.7168402256423",; Anekal,South Bangalore
PA3319,"12.798000798818023, 77.66800173356671",; Bommasandra,South Bangalore
PA3320,"12.893818220299933, 77.7047687647566",; Chikkakannalli,East Bangalore
PA3321,"12.867605575258297, 77.52360738027747",; Banashankari 6th Stage,South Bangalore
PA3322,"12.867601652981241, 77.52360402751638",; Banashankari 6th Stage,South Bangalore
PA3323,"12.90707342739444, 77.59851994780131",; JP Nagar,South Bangalore
PA3324,"12.88559786437256, 77.55176352969445",; Uttarahalli,South Bangalore
PA3325,"12.88559786437256, 77.55176352969445",; Uttarahalli,South Bangalore
PA3326,"12.898435988249375, 77.61142656522343",; Bilekhalli,South Bangalore
PA3327,"12.898435988249375, 77.61142656522343",; Bilekhalli,South Bangalore
PA3328,"12.903129935259514, 77.66192360727649",; Harlur,East Bangalore
PA3329,"12.94274770341228, 77.75256961712697",; Varthur,East Bangalore
PA3330,"12.952255396289729, 77.47651555563124",; Nagarabhavi,West Bangalore
PA3331,"13.080008617476137, 77.82066692465258",; Hoskote,East Bangalore
PA3332,"12.878586614857841, 77.77425627303818",; Sarjapura,East Bangalore
PA3333,"12.97112126487882, 77.75059019507184",; Whitefield,East Bangalore
PA3334,"13.062197317263026, 77.67428400003797",; Bileshivale,North Bangalore
PA3335,"12.878238797259927, 77.76948994234829",; Sarjapura,East Bangalore
PA3336,"12.919251929748345, 77.66586445587606",; Harlur,East Bangalore
PA3337,"12.997909063012344, 77.65825023857583",; Baiyappanahalli,East Bangalore
PA3338,"12.875689181337025, 77.7784490870695",; Sarjapura,East Bangalore
PA3339,"12.87180052302833, 77.59767759204159",; Akshayanagar,South Bangalore
PA3340,"12.910446772118407, 77.5119436188823",; Banashankari 6th Stage,South Bangalore
PA3341,"12.840872011536803, 77.65204282422035",; Electronic City,South Bangalore
PA3342,"12.840872011536803, 77.65204282422035",; Electronic City,South Bangalore
PA3343,"12.90425841788395, 77.60828274392618",; Bilekhalli,South Bangalore
PA3344,"13.14630846876028, 77.68174868166611",; KIADB Park,North Bangalore
PA3345,"13.009621244606379, 77.55231438084337",; Rajajinagar,West Bangalore
PA3346,"12.871285757068696, 77.57916089483851",; Anjanapura,South Bangalore
PA3347,"12.888121117571595, 77.57824085249074",; Bilekhalli,South Bangalore
PA3348,"12.95668182035654, 77.64799158162475",; HAL Airport,East Bangalore
PA3349,"12.956682473836434, 77.64799493438609",; HAL Airport,East Bangalore
PA3350,"12.956682473836434, 77.64799493438609",; HAL Airport,East Bangalore
PA3351,"12.939708446581554, 77.58790178118191",; Vishveshwara Puram,Central Bangalore
PA3352,"12.939708446581554, 77.58790178118191",; Vishveshwara Puram,Central Bangalore
PA3353,"13.09822032560371, 77.38600458051936",; Nelamangala,West Bangalore
PA3354,"12.939708446581554, 77.58790178118191",; Vishveshwara Puram,Central Bangalore
PA3355,"12.939708446581554, 77.58790178118191",; Vishveshwara Puram,Central Bangalore
PA3356,"12.845542745400337, 77.6558930792296",; Electronic City,South Bangalore
PA3357,"12.895626287733695, 77.53038416007114",; Uttarahalli,South Bangalore
PA3358,"12.850285464140848, 77.64853620492676",; Electronic City,South Bangalore
PA3359,"12.895626287733695, 77.53038416007114",; Uttarahalli,South Bangalore
PA3360,"12.862504774704528, 77.60360130357398",; Akshayanagar,South Bangalore
PA3361,"12.928686281779136, 77.63816363313008",; Koramangala,East Bangalore
PA3362,"12.887099225997218, 77.46869276640095",; Challaghatta,Not Found
PA3363,"12.869549715932768, 77.63429133991976",; Begur,South Bangalore
PA3364,"12.938806123717695, 77.52397421350823",; Rajarajeshwari Nagar,West Bangalore
PA3365,"12.939765627833744, 77.52677354234994",; Rajarajeshwari Nagar,West Bangalore
PA3366,"12.939299271807174, 77.523387501885",; Rajarajeshwari Nagar,West Bangalore
PA3367,"12.867660137983247, 77.65103762085808",; Begur,South Bangalore
PA3368,"12.849959643503773, 77.6798306865668",; Electronic City,South Bangalore
PA3369,"12.849928263079528, 77.67974485587607",; Electronic City,South Bangalore
PA3370,"12.84991780293723, 77.67979850005777",; Electronic City,South Bangalore
PA3371,"12.84979228119581, 77.67974485587607",; Electronic City,South Bangalore
PA3372,"12.849907342794499, 77.67991651725755",; Electronic City,South Bangalore
PA3373,"12.849875962363729, 77.67974485587607",; Electronic City,South Bangalore
PA3374,"12.849928263079528, 77.679680482858",; Electronic City,South Bangalore
PA3375,"12.849865502219256, 77.67978777122144",; Electronic City,South Bangalore
PA3376,"13.064505139584194, 77.60622118282646",; Jakkur,North Bangalore
PA3377,"12.935478804472535, 77.7244144641488",; Balagere,East Bangalore
PA3378,"13.104319913321625, 77.55622448269747",; Bylakere,North Bangalore
PA3379,"13.09868137002287, 77.64130000119371",; Yelahanka,East Bangalore
PA3380,"12.88766930654609, 77.768000325723",; Sarjapura,East Bangalore
PA3381,"13.029820437105936, 77.67930456276122",; Kalkere,North Bangalore
PA3383,"13.05721223760552, 77.62876259329393",; Thanisandra,North Bangalore
PA3384,"13.01219573148929, 77.73763346518504",Not Found,Not Found
PA3385,"12.898415477796567, 77.65046604594573",; Somsundarapalya,East Bangalore
PA3386,"13.131666042321829, 77.61526311662024",; Yelahanka,East Bangalore
PA3387,"13.029679833035381, 77.68297467884607",; Kalkere,North Bangalore
PA3388,"12.860620551039213, 77.76667649789087",; Sarjapura,East Bangalore
PA3389,"12.886798549991283, 77.76745803690936",; Sarjapura,East Bangalore
PA3390,"12.886798549991283, 77.76745803690936",; Sarjapura,East Bangalore
PA3391,"13.082635307554181, 77.6601107556273",; Chikkagubbi,North Bangalore
PA3392,"12.988870525346456, 77.72902846028296",; Hoodi,East Bangalore
PA3393,"12.885367012675975, 77.70443232206736",; Chikkakannalli,East Bangalore
PA3394,"12.885367012675975, 77.70443232206736",; Chikkakannalli,East Bangalore
PA3395,"12.885367012675975, 77.70443232206736",; Chikkakannalli,East Bangalore
PA3396,"12.885367012675975, 77.70443232206736",; Chikkakannalli,East Bangalore
PA3397,"12.933440730334805, 77.53076013693257",; Rajarajeshwari Nagar,West Bangalore
PA3398,"12.886807248894112, 77.76746278236386",; Sarjapura,East Bangalore
PA3399,"12.869551326032141, 77.6342912391322",; Begur,South Bangalore
PA3400,"12.869551326032141, 77.6342912391322",; Begur,South Bangalore
