propertyId,coordinates,Micromarket,Area
P009,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P018,"12.935479933639101, 77.72441957373384",; Balagere,East Bangalore
P020,"12.98498582151736, 77.75253479508984",; Hoodi,East Bangalore
P022,"13.098188528098598, 77.61264800794628",; Yelahanka,East Bangalore
P023,"13.098188528098598, 77.61264800794628",; Yelahanka,East Bangalore
P024,"13.098188528098598, 77.61264800794628",; Yelahanka,East Bangalore
P027,"12.976634525463629, 77.5572376768376",; Chickpet,Central Bangalore
P030,"12.89868332347794, 77.67168750426562",; Harlur,East Bangalore
P031,"12.89306902960291, 77.7935542138515",; Sarjapura,East Bangalore
P032,"12.832983671223603, 77.79608333048392",; Byalahalli,East Bangalore
P033,"12.832985534980313, 77.79608353759964",; Byalahalli,East Bangalore
P034,"12.840863587222001, 77.78437750350288",; Sarjapura,East Bangalore
P035,"12.884967844170417, 77.79339212414686",; Sarjapura,East Bangalore
P036,"12.895109435913554, 77.786265277329",; Sarjapura,East Bangalore
P037,"12.877959918302771, 77.76226997645234",; Dommasandra,East Bangalore
P040,"12.838859542433926, 77.78113147450503",; Sarjapura,East Bangalore
P041,"12.838859542433926, 77.78113147450503",; Sarjapura,East Bangalore
P045,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P046,"12.852485668761435, 77.78331377055703",; Sarjapura,East Bangalore
P054,"12.935437194833638, 77.58752459853741",; Vishveshwara Puram,Central Bangalore
P059,"12.878309415907122, 77.77194963679469",; Sarjapura,East Bangalore
P062,"13.062869779610438, 77.73990398393417",; Budigere Cross,East Bangalore
P063,"12.935468164007771, 77.72442181550053",; Balagere,East Bangalore
P065,"12.899373779375244, 77.65003445778137",; Somsundarapalya,East Bangalore
P068,"13.026508558431626, 77.76344749632278",; Kannamangala,East Bangalore
P070,"12.979758899235035, 77.74917026993982",; Hoodi,East Bangalore
P071,"12.915517658851476, 77.58869248578394",; JP Nagar,South Bangalore
P074,"12.914242573325556, 77.68623059630549",; Kaikondrahalli,East Bangalore
P075,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P076,"13.100493205404142, 77.63910306945137",; Yelahanka,East Bangalore
P077,"12.939101298279471, 77.7376619858234",; Varthur,East Bangalore
P078,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P079,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P080,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P083,"12.909677029351755, 77.68070990294531",; Kasvanahalli,East Bangalore
P085,"12.913366100281948, 77.66725302188787",; Harlur,East Bangalore
P087,"12.933624074378187, 77.71670802979502",; Panathur,East Bangalore
P088,"12.786730284780456, 77.74408234646252",; Attibele,South Bangalore
P089,"12.882623078403883, 77.78315825578403",; Sarjapura,East Bangalore
P092,"12.870762583264558, 77.64502249272667",; Begur,South Bangalore
P098,"12.960421194097975, 77.74789536433062",; Whitefield,East Bangalore
P101,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P104,"12.916867192708983, 77.67207207491704",; Harlur,East Bangalore
P105,"13.10435916262794, 77.55621576905872",; Bylakere,North Bangalore
P106,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P107,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P108,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P109,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P110,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P111,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P112,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P113,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P114,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P115,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P116,"13.276783120247933, 77.75942406915533",; Devanahalli,North Bangalore
P117,"13.006701164687469, 77.7361039329822",; Sadaramangala,East Bangalore
P119,"12.878338214740422, 77.77419257055581",; Sarjapura,East Bangalore
P120,"12.878338214740422, 77.77419257055581",; Sarjapura,East Bangalore
P121,"12.979715689531403, 77.56413362991636",; Rajajinagar,West Bangalore
P122,"12.902380328976546, 77.70336890000058",; Carmelaram,East Bangalore
P123,"12.902380328976546, 77.70336890000058",; Carmelaram,East Bangalore
P124,"12.959915641526484, 77.64204100089002",; Domlur,East Bangalore
P128,"12.875593382004062, 77.61239674077379",; Akshayanagar,South Bangalore
P130,"12.988125074764888, 77.7204717456513",; Hoodi,East Bangalore
P131,"12.989855421607247, 77.7889036386394",; Hoskote,East Bangalore
P135,"13.22949448346075, 77.72385855827402",; Devanahalli,North Bangalore
P137,"13.022794163491957, 77.65771458817412",; Hennur,North Bangalore
P139,"13.232023444143113, 77.67445017581053",; Devanahalli,North Bangalore
P142,"13.064901245653619, 77.7401723259031",; Budigere Cross,East Bangalore
P143,"13.009434239260552, 77.7360986883368",; Sadaramangala,East Bangalore
P145,"12.921660228462152, 77.73663120596484",; Gunjur,East Bangalore
P146,"12.930658237020994, 77.74279822534149",; Gunjur,East Bangalore
P147,"13.016629657759797, 77.54900865703179",; Yeshwantpur,West Bangalore
P148,"13.020247893713934, 77.55207418226301",; Yeshwantpur,West Bangalore
P149,"13.001371240762118, 77.53964230461999",; Rajajinagar,West Bangalore
P150,"13.019393792616691, 77.72401382440002",; Aavalahalli,East Bangalore
P155,"12.878338214740422, 77.77419257055581",; Sarjapura,East Bangalore
P156,"12.873741153696345, 77.76179179999957",; Sarjapura,East Bangalore
P157,"12.86408743978974, 77.76791389278061",; Sarjapura,East Bangalore
P158,"13.23501399665694, 77.60900524471508",; Devanahalli,North Bangalore
P163,"13.23501399665694, 77.60900524471508",; Devanahalli,North Bangalore
P164,"13.062890217416742, 77.66301680886482",; Kyalasanahalli,Not Found
P165,"13.062890217416742, 77.66301680886482",; Kyalasanahalli,Not Found
P166,"13.072798450780342, 77.6622349999979",; Visthar,North Bangalore
P167,"13.072799739718944, 77.66223347796303",; Visthar,North Bangalore
P168,"12.89907622857089, 77.70602926939793",; Chikkakannalli,East Bangalore
P169,"13.009434239260552, 77.7360986883368",; Sadaramangala,East Bangalore
P170,"13.009434239260552, 77.7360986883368",; Sadaramangala,East Bangalore
P171,"13.009434239260552, 77.7360986883368",; Sadaramangala,East Bangalore
P172,"13.009434239260552, 77.7360986883368",; Sadaramangala,East Bangalore
P175,"12.893528668226974, 77.7048519177907",; Chikkakannalli,East Bangalore
P179,"12.885234446333508, 77.70417635889534",; Chikkakannalli,East Bangalore
P182,"12.8449195129091, 77.6490504095984",; Electronic City,South Bangalore
P183,"12.842312392196078, 77.64626186318984",; Electronic City,South Bangalore
P191,"12.995993361721126, 77.70201361105192",; Mahadevapura,East Bangalore
P193,"12.9941289028426, 77.70475669065668",; Garudachar Palya,East Bangalore
P194,"12.950550313985067, 77.71747620000005",; Brookefield,East Bangalore
P197,"12.902380328976546, 77.70336890000058",; Carmelaram,East Bangalore
P200,"12.954556420351325, 77.58458115400228",; Chickpet,Central Bangalore
P201,"12.83098176170159, 77.80193212244815",; Byalahalli,East Bangalore
P202,"12.878928828954555, 77.69065660940751",; Gattahalli,East Bangalore
P203,"12.96388307484885, 77.60414536517362",; Shanthi Nagar,Central Bangalore
P205,"12.876534381688723, 77.53059523422242",; Banashankari 6th Stage,South Bangalore
P206,"12.878338214740422, 77.77419257055581",; Sarjapura,East Bangalore
P208,"12.925598544630228, 77.6345376605493",; Koramangala,East Bangalore
P209,"12.925598544630228, 77.6345376605493",; Koramangala,East Bangalore
P211,"12.926386153559184, 77.64062955889516",; Koramangala,East Bangalore
P212,"12.894552146858075, 77.66343209835155",; Harlur,East Bangalore
P215,"12.98447360254701, 77.57836110584961",; Vasanth Nagar,Central Bangalore
P217,"13.097344647579476, 77.61415826457143",; Yelahanka,East Bangalore
P218,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P219,"13.078136958538341, 77.66167972801806",; Chikkagubbi,North Bangalore
P220,"12.893528668226974, 77.7048519177907",; Chikkakannalli,East Bangalore
P221,"12.7854757644294, 77.51830917742288",Not Found,Not Found
P223,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P225,"12.795152185109957, 77.65063359999785",; Bommasandra,South Bangalore
P226,"13.146106321598067, 77.6389274597008",; Bagaluru,North Bangalore
P227,"13.041227917945365, 77.60939872529583",; Hebbal,North Bangalore
P228,"12.935468164007771, 77.72442181550053",; Balagere,East Bangalore
P229,"13.077244593953543, 77.63416346263243",; Yelahanka,East Bangalore
P230,"13.22949448346075, 77.72385855827402",; Devanahalli,North Bangalore
P232,"13.031450239739742, 77.63255583558679",; Hennur,North Bangalore
P233,"12.914532030269294, 77.64167463040783",; HSR Layout,East Bangalore
P235,"13.22949448346075, 77.72385855827402",; Devanahalli,North Bangalore
P239,"13.1350785265758, 77.57288068977734",; Yelahanka,East Bangalore
P241,"13.080356053625026, 77.58695411926367",; Yelahanka Satellite Town,East Bangalore
P242,"12.926973618053095, 77.63897049252536",; Koramangala,East Bangalore
P243,"12.859861364932987, 77.52912405285643",; Banashankari 6th Stage,South Bangalore
P244,"12.884973734726485, 77.60488575336962",; Akshayanagar,South Bangalore
P245,"12.86089045848385, 77.77529389408022",; Sarjapura,East Bangalore
P247,"12.885228642565986, 77.61590653801092",; Bilekhalli,South Bangalore
P248,"12.912031344489186, 77.6069077021677",; BTM Layout,South Bangalore
P249,"12.992461251129146, 77.80686055757688",; Hoskote,East Bangalore
P250,"12.864980711413875, 77.59625380810353",; Akshayanagar,South Bangalore
P254,"12.910543945023667, 77.60682495380385",; BTM Layout,South Bangalore
P255,"12.939580192949853, 77.58493405459718",; Vishveshwara Puram,Central Bangalore
P256,"12.937831438421812, 77.61002482317971",; Lakkasandra,East Bangalore
P257,"12.875596916349906, 77.61239566682607",; Akshayanagar,South Bangalore
P258,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P259,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P260,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P261,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P262,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P263,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P264,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P265,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P266,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P267,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P268,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P269,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P270,"12.864145679281068, 77.54356052780679",; Banashankari 6th Stage,South Bangalore
P271,"12.989146660184275, 77.72566407055355",; Hoodi,East Bangalore
P274,"13.102151846904087, 77.63130658834378",; Yelahanka,East Bangalore
P275,"13.102151846904087, 77.63130658834378",; Yelahanka,East Bangalore
P277,"12.93456945353819, 77.68686280000057",; Marathahalli,East Bangalore
P278,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P279,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P280,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P281,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P282,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P285,"12.901776285614128, 77.67038234748944",; Harlur,East Bangalore
P289,"13.026508558431626, 77.76344749632278",; Kannamangala,East Bangalore
P290,"13.025120299497715, 77.74640695889559",; Kannamangala,East Bangalore
P291,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P292,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P293,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P294,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P295,"13.01915535712648, 77.7618643717075",; Kannamangala,East Bangalore
P296,"13.14692150491383, 77.67440651350014",; KIADB Park,North Bangalore
P297,"13.14692150491383, 77.67440651350014",; KIADB Park,North Bangalore
P298,"12.8663921760124, 77.77463617668654",; Sarjapura,East Bangalore
P309,"13.098669829479288, 77.64129883438237",; Yelahanka,East Bangalore
P310,"12.853103889498966, 77.80338306021335",; Sarjapura,East Bangalore
P313,"13.208750503430648, 77.60375530000002",; Devanahalli,North Bangalore
P314,"13.208750503430648, 77.60375530000002",; Devanahalli,North Bangalore
P315,"12.8663921760124, 77.77463617668654",; Sarjapura,East Bangalore
P316,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P317,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P318,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P319,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P321,"12.924378541463016, 77.5668425846579",; Banashankari,South Bangalore
P322,"12.91227729373431, 77.664780800202",; Harlur,East Bangalore
P323,"13.258286939842833, 77.70847849998661",; Devanahalli,North Bangalore
P325,"12.876619327031925, 77.5285656396185",; Banashankari 6th Stage,South Bangalore
P326,"12.88558493956881, 77.55176753114401",; Uttarahalli,South Bangalore
P327,"13.146106321598067, 77.6389274597008",; Bagaluru,North Bangalore
P328,"13.025120299497715, 77.74640695889559",; Kannamangala,East Bangalore
P330,"12.94906260596026, 77.77368204051827",; Hoskote,East Bangalore
P331,"13.202621871873509, 77.62413652115602",; Devanahalli,North Bangalore
P332,"13.076827884795174, 77.59235105582114",; Yelahanka Satellite Town,East Bangalore
P333,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P335,"12.904377379665208, 77.60295803114177",; Bilekhalli,South Bangalore
P336,"12.979909368377406, 77.75989299386535",; Whitefield,East Bangalore
P340,"13.014836533822534, 77.52332494140461",; Peenya Industrial Area,West Bangalore
P342,"12.913069959649041, 77.66563183918642",; Harlur,East Bangalore
P343,"12.987014714604157, 77.81442953558233",; Hoskote,East Bangalore
P344,"12.930658237020994, 77.74279822534149",; Gunjur,East Bangalore
P345,"12.967270475682067, 77.75012161204008",; Whitefield,East Bangalore
P346,"12.853864326913403, 77.73301905119796",; Gopasandra,South Bangalore
P348,"13.098669829479288, 77.64129883438237",; Yelahanka,East Bangalore
P351,"13.001004226549963, 77.75739200113426",; Kadugodi,East Bangalore
P352,"13.029814604086432, 77.74252733262428",; Kannamangala,East Bangalore
P353,"12.919512633627471, 77.73735571228046",; Gunjur,East Bangalore
P354,"12.919511406503625, 77.73736024431223",; Gunjur,East Bangalore
P357,"12.85124844968812, 77.60450414426622",; Akshayanagar,South Bangalore
P359,"13.055739692783483, 77.66020765479502",; Byrathi,North Bangalore
P360,"12.955598250216608, 77.74301516719686",; Whitefield,East Bangalore
P361,"13.085284493022428, 77.64453277457422",; Yelahanka,East Bangalore
P363,"12.878024559308859, 77.76951619573869",; Sarjapura,East Bangalore
P365,"12.931532938464334, 77.63448772154653",; Koramangala,East Bangalore
P366,"13.07173072541381, 77.64756128220488",; Narayanapura,North Bangalore
P368,"13.07847364370238, 77.63557086743207",; Yelahanka,East Bangalore
P369,"13.069668069617595, 77.5923671003496",; Vignana Kendra,North Bangalore
P371,"13.054239928481449, 77.6228236751789",; Thanisandra,North Bangalore
P373,"13.038686051231023, 77.61421048924014",; Nagavara,North Bangalore
P374,"13.021538408388187, 77.70572345430917",; K R Puram,East Bangalore
P375,"12.902721736212987, 77.67508041778969",; Harlur,East Bangalore
P376,"12.935468164007771, 77.72442181550053",; Balagere,East Bangalore
P377,"12.78685400185501, 77.74425925190631",; Attibele,South Bangalore
P378,"12.78685400185501, 77.74425925190631",; Attibele,South Bangalore
P379,"13.14692150491383, 77.67440651350014",; KIADB Park,North Bangalore
P380,"13.147530143631421, 77.67761821136098",; KIADB Park,North Bangalore
P381,"12.78685400185501, 77.74425925190631",; Attibele,South Bangalore
P382,"13.070777703686064, 77.74640640313348",; Budigere Cross,East Bangalore
P385,"13.022809718290825, 77.59612771829",; RT Nagar,North Bangalore
P386,"12.869727309517947, 77.76684488575422",; Sarjapura,East Bangalore
P387,"12.89907622857089, 77.70602926939793",; Chikkakannalli,East Bangalore
P389,"12.935388353891353, 77.62334602919715",; Koramangala,East Bangalore
P391,"13.094649408336874, 77.62983150662645",; Yelahanka,East Bangalore
P392,"13.006846707906593, 77.76367832303279",; Kadugodi,East Bangalore
P393,"13.030616692709502, 77.76300613435743",; Kannamangala,East Bangalore
P394,"12.929138024325008, 77.54306750891467",; Banashankari,South Bangalore
P395,"12.889310863964862, 77.59859273295895",; Bilekhalli,South Bangalore
P396,"13.07173072541362, 77.647557258894",; Narayanapura,North Bangalore
P398,"12.915661671634568, 77.62583410584662",; HSR Layout,East Bangalore
P399,"12.78685400185501, 77.74425925190631",; Attibele,South Bangalore
P401,"13.016552256804902, 77.72846669199814",Not Found,Not Found
P403,"13.208750503430648, 77.60375530000002",; Devanahalli,North Bangalore
P404,"12.786727574342633, 77.74408832855293",; Attibele,South Bangalore
P405,"13.029450920173684, 77.72444096179379",; Sadaramangala,East Bangalore
P407,"13.069668069617595, 77.5923671003496",; Vignana Kendra,North Bangalore
P408,"13.052664186132702, 77.6776294233637",; Bileshivale,North Bangalore
P409,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P410,"12.955596397355524, 77.74306710811788",; Whitefield,East Bangalore
P411,"12.953717110540328, 77.6899955673662",; Marathahalli,East Bangalore
P412,"13.22949448346075, 77.72385855827402",; Devanahalli,North Bangalore
P413,"13.208750503430648, 77.60375530000002",; Devanahalli,North Bangalore
P414,"12.98819597010804, 77.72048236068173",; Hoodi,East Bangalore
P415,"13.066663092514906, 77.65201598096155",; Visthar,North Bangalore
P416,"13.062890217416742, 77.66301680886482",; Kyalasanahalli,Not Found
P417,"12.997627233853017, 77.69502220554182",; Mahadevapura,East Bangalore
P418,"13.019380910177281, 77.72401436933792",; Aavalahalli,East Bangalore
P419,"12.925161332137193, 77.61293511265099",; BTM Layout,South Bangalore
P420,"12.895159783761844, 77.63582318839109",; Begur,South Bangalore
P422,"13.006210225736796, 77.57968104479977",; Sadashivanagar,West Bangalore
P423,"13.014497013229835, 77.5505996466202",; Yeshwantpur,West Bangalore
P424,"13.08468942892017, 77.59777521934666",; Jakkur,North Bangalore
P425,"13.055748464740724, 77.66021023000539",; Byrathi,North Bangalore
P427,"12.92539896411254, 77.62558594601795",; Koramangala,East Bangalore
P428,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P429,"12.89907622857089, 77.70602926939793",; Chikkakannalli,East Bangalore
P431,"12.841515812298654, 77.65202131574826",; Electronic City,South Bangalore
P432,"12.890324009177423, 77.6373118396877",; Begur,South Bangalore
P433,"12.960446908990903, 77.71472126379237",; Munekolala,Not Found
P434,"12.982618147764986, 77.59999622332057",; Vasanth Nagar,Central Bangalore
P435,"12.900861254143425, 77.70616230425527",; Carmelaram,East Bangalore
P436,"13.066492510624476, 77.73753649387088",; Mandur,North Bangalore
P437,"13.146093310458133, 77.6389254674996",; Bagaluru,North Bangalore
P439,"12.9411144539802, 77.47282490157875",; Tavarekere,Not Found
P444,"13.031450239739742, 77.63255583558679",; Hennur,North Bangalore
P445,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P446,"12.905477186736677, 77.62774487055852",; Bommanahalli,South Bangalore
P449,"12.897203893569987, 77.67809597627796",; Doddakannelli,East Bangalore
P450,"13.199916388349509, 77.581968831823",; Devanahalli,North Bangalore
P451,"13.011322639846018, 77.75961160043099",; Kadugodi,East Bangalore
P453,"13.019392800706349, 77.72401524402018",; Aavalahalli,East Bangalore
P454,"12.977888692079414, 77.6461990219402",; Indiranagar,East Bangalore
P455,"12.982390356472171, 77.75898181005178",; Whitefield,East Bangalore
P456,"12.89589747909321, 77.69444395483117",Not Found,Not Found
P457,"12.983710621705269, 77.6453425",; Indiranagar,East Bangalore
P459,"12.98320098299868, 77.75432112883874",; Whitefield,East Bangalore
P460,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P461,"12.867601626507676, 77.52360377690562",; Banashankari 6th Stage,South Bangalore
P462,"12.892167591420968, 77.70969754606347",; Chikkakannalli,East Bangalore
P464,"12.858992699216753, 77.61430779727065",; Akshayanagar,South Bangalore
P465,"12.956141916144658, 77.71807185017826",; Munekolala,Not Found
P466,"12.89423182186039, 77.6940379705521",; Doddakannelli,East Bangalore
P467,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P468,"12.921660228462152, 77.73663120596484",; Gunjur,East Bangalore
P469,"12.949460013589606, 77.71892590992445",; Munekolala,Not Found
P470,"12.86408743978974, 77.76791389278061",; Sarjapura,East Bangalore
P471,"12.921660228462152, 77.73663120596484",; Gunjur,East Bangalore
P473,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P474,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P475,"12.929057847279026, 77.72960025322008",; Gunjur,East Bangalore
P476,"12.89907622857089, 77.70602926939793",; Chikkakannalli,East Bangalore
P477,"12.946546392987203, 77.7207068411045",; Munekolala,Not Found
P478,"12.89907622857089, 77.70602926939793",; Chikkakannalli,East Bangalore
P479,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P480,"12.885277775395569, 77.57728080114883",; Bilekhalli,South Bangalore
P481,"12.885277775395569, 77.57728080114883",; Bilekhalli,South Bangalore
P482,"12.997273913492872, 77.69014605889598",; Mahadevapura,East Bangalore
P483,"13.021637815344187, 77.63876723474434",; Banasavadi,North Bangalore
P485,"13.055739692783483, 77.66020765479502",; Byrathi,North Bangalore
P486,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P487,"12.982077277470827, 77.74221306317587",; Hoodi,East Bangalore
P488,"12.929907578102656, 77.74008647669012",; Gunjur,East Bangalore
P489,"12.928174658896102, 77.66094956538696",; Agaram,East Bangalore
P490,"12.914779252880205, 77.66381109966008",; Harlur,East Bangalore
P491,"12.935468164007771, 77.72442181550053",; Balagere,East Bangalore
P492,"12.935468164007771, 77.72442181550053",; Balagere,East Bangalore
P493,"13.14692150491383, 77.67440651350014",; KIADB Park,North Bangalore
P494,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P495,"12.875678121251507, 77.77845060984751",; Sarjapura,East Bangalore
P496,"12.921660228462152, 77.73663120596484",; Gunjur,East Bangalore
P497,"12.935468164007771, 77.72442181550053",; Balagere,East Bangalore
P498,"12.93116882844826, 77.73708828897327",; Gunjur,East Bangalore
P499,"12.934475186429314, 77.73940960140169",; Varthur,East Bangalore
P500,"12.878309415907122, 77.77194963679469",; Sarjapura,East Bangalore
P501,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P502,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P503,"12.930658237020994, 77.74279822534149",; Gunjur,East Bangalore
P504,"12.875678121251507, 77.77845060984751",; Sarjapura,East Bangalore
P505,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P506,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P507,"12.934326884924523, 77.74399392944552",; Varthur,East Bangalore
P508,"12.934587539065577, 77.74373201269191",; Varthur,East Bangalore
P509,"12.901776285614128, 77.67038234748944",; Harlur,East Bangalore
P510,"12.833143214865427, 77.77647931449319",; Sarjapura,East Bangalore
P511,"12.91863636206582, 77.68322656081511",; Kaikondrahalli,East Bangalore
P512,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P514,"13.064312434170768, 77.63411809893344",; Thanisandra,North Bangalore
P515,"13.028957831463163, 77.78693746639262",; Hoskote,East Bangalore
P516,"12.88805048442022, 77.76821859940686",; Sarjapura,East Bangalore
P517,"12.98226492748093, 77.75430566050657",; Whitefield,East Bangalore
P518,"12.874037429398657, 77.66742189136072",; Naganathapura,East Bangalore
P519,"12.897056605479065, 77.66648678960809",; Harlur,East Bangalore
P521,"12.88634285862328, 77.59795614110678",; Akshayanagar,South Bangalore
P522,"12.979860863322727, 77.74988844901694",; Hoodi,East Bangalore
P523,"12.995204421651653, 77.66916712105439",; A. Narayanapura,East Bangalore
P536,"13.085284493022428, 77.64453277457422",; Yelahanka,East Bangalore
P537,"13.085284493022428, 77.64453277457422",; Yelahanka,East Bangalore
P538,"12.838374318450429, 77.72343781349308",; Bommasandra,South Bangalore
P540,"13.052662327272188, 77.67762850337398",; Bileshivale,North Bangalore
P541,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P542,"13.072778202922894, 77.61877990491196",; Jakkur,North Bangalore
P543,"13.064506314947666, 77.60622735298644",; Jakkur,North Bangalore
P546,"13.085305082737841, 77.65490488094251",; Chikkagubbi,North Bangalore
P547,"13.025120299497715, 77.74640695889559",; Kannamangala,East Bangalore
P549,"12.907037225808454, 77.67585534110296",; Kasvanahalli,East Bangalore
P550,"12.995066400266994, 77.61527042432544",; Fraser Town,Central Bangalore
P552,"13.02958295374683, 77.76322411945935",; Kannamangala,East Bangalore
P553,"13.024426346223478, 77.76198951165661",; Kannamangala,East Bangalore
P554,"13.015179930280427, 77.70191884492421",; K R Puram,East Bangalore
P557,"12.89907622857089, 77.70602926939793",; Chikkakannalli,East Bangalore
P559,"12.898658342828856, 77.59481073877137",; Bilekhalli,South Bangalore
P561,"12.906629296054746, 77.58558398176278",; JP Nagar,South Bangalore
P562,"12.872925300000174, 77.57144837303467",; Anjanapura,South Bangalore
P563,"13.135455296243903, 77.48022421136842",; Hesaraghatta,North Bangalore
P567,"12.902971268288633, 77.60611438834269",; Bilekhalli,South Bangalore
P568,"12.867601626507676, 77.52360377690562",; Banashankari 6th Stage,South Bangalore
P569,"12.84685002910541, 77.58799344723704",; Anjanapura,South Bangalore
P570,"12.895870465506217, 77.77671988220732",; Sarjapura,East Bangalore
P571,"12.865871265898006, 77.52626228274761",; Banashankari 6th Stage,South Bangalore
P572,"12.8909929426921, 77.64003987401028",; Begur,South Bangalore
P573,"12.849829112779226, 77.6699525",; Electronic City,South Bangalore
P574,"12.8762255662293, 77.58226460471694",; Anjanapura,South Bangalore
P575,"12.876382451867519, 77.58222168937483",; Anjanapura,South Bangalore
P576,"12.862506807939486, 77.60441681060007",; Akshayanagar,South Bangalore
P577,"12.948493895165148, 77.57778193624318",; Vishveshwara Puram,Central Bangalore
P578,"12.853199192470496, 77.67793006977287",; Electronic City,South Bangalore
P580,"12.876619327031925, 77.5285656396185",; Banashankari 6th Stage,South Bangalore
P583,"12.985298614181357, 77.72535844010996",; Hoodi,East Bangalore
P584,"13.263384146964093, 77.68267471784073",; Devanahalli,North Bangalore
P585,"13.024426346223478, 77.76198951165661",; Kannamangala,East Bangalore
P586,"13.076815279304089, 77.73654310813198",; Mandur,North Bangalore
P588,"12.917774950438274, 77.67031101948612",; Harlur,East Bangalore
P589,"12.935468164007771, 77.72442181550053",; Balagere,East Bangalore
P590,"13.085284493022428, 77.64453277457422",; Yelahanka,East Bangalore
P591,"13.157138694100276, 77.66350349999998",; Bagaluru,North Bangalore
P592,"13.080963079779321, 77.640163905573",; Yelahanka,East Bangalore
P593,"13.127952636332115, 77.56217350000001",; Hesaraghatta,North Bangalore
P594,"12.98032297249091, 77.76130144584894",; Whitefield,East Bangalore
P596,"12.902694392175869, 77.71885544788516",; Mullur,East Bangalore
P597,"13.157138694100276, 77.66350349999998",; Bagaluru,North Bangalore
P598,"12.851844100202934, 77.83766432045535",Not Found,Not Found
P599,"12.902529773879994, 77.63008128131658",; Bommanahalli,South Bangalore
