Project Name,Latitude,Longitude,Google Maps URL,Micromarket Name
SVB Maplewoods,12.9257269,77.7813031,"https://www.google.com/maps/place/SVB+MAPLE+WOODS/@12.9257269,77.7813031,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0d2df73983f5:0x2de0237727daa4f0!8m2!3d12.9257217!4d77.783878!16s%2Fg%2F11l38_7855?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Neriga
Vaishnavi Serene,13.1245927,77.5651282,"https://www.google.com/maps/place/Vaishnavi+Serene/@13.1245927,77.5651282,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae189f56227a25:0x50a25c38d758ef2a!8m2!3d13.1245875!4d77.5677031!16s%2Fg%2F11f3n9hrw4?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bylakere
Mahendra Arto Helix,12.819914,77.6564829,"https://www.google.com/maps/place/Mahendra+Arto+Helix/@12.819914,77.6564829,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d37d3603d17:0xb9774e5292df9028!8m2!3d12.8199088!4d77.6590578!16s%2Fg%2F11krn0fdvn?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
Gopalan Florenza,12.8991415,77.5082217,"https://www.google.com/maps/place/Gopalan+Florenza/@12.8991415,77.5082217,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3f0c40c7a169:0xc4c3c4a3dffc9d96!8m2!3d12.8991363!4d77.5107966!16s%2Fg%2F11f_kp9n4s?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Banashankari 6th Stage
Suraksha Spring,12.8624163,77.6122756,"https://www.google.com/maps/place/Suraksha+Springs/@12.8624163,77.6122756,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6b0e8ca572d1:0x193a99119463a09b!8m2!3d12.8624111!4d77.6148505!16s%2Fg%2F11v02vmysj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
SSVR Crescent,12.9695495,77.7682862,"https://www.google.com/maps/place/SSVR+Crescent/@12.9695495,77.7682862,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0df385e167eb:0x5df112c96ec2d984!8m2!3d12.9695443!4d77.7708611!16s%2Fg%2F11ry5xtt8c?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",White Field
Abhee Shristi Layout,12.6933379,77.7012618,"https://www.google.com/maps/place/Abhee+Srishti/@12.6933379,77.7012618,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae65a20f97c13f:0x718e6033a2bfbba8!8m2!3d12.6933327!4d77.7038367!16s%2Fg%2F11sjvrx1jg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Anekal
Arvind Bel Air,13.093812,77.558085,"https://www.google.com/maps/place/Arvind+Bel+Air/@13.093812,77.558085,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae23b66ff95893:0x8d63e60d57f0fe62!8m2!3d13.0938068!4d77.5606599!16s%2Fg%2F11p0zpq3ky?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bylakere
Oceanus White Meadows,12.8536599,77.572457,"https://www.google.com/maps/place/Oceanus+White+Meadows/@12.8536599,77.572457,17z/data=!3m1!4b1!4m6!3m5!1s0xab11a015e7fe52f3:0x319b85b06ab35718!8m2!3d12.8536547!4d77.5750319!16s%2Fg%2F11kqxkxbvg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Anjanapura
Nitesh Napa Valley,13.1217835,77.6001424,"https://www.google.com/maps/place/Nitesh+Napa+Valley,+w,+NITTE+Meenakshi+College+Rd,+BSF+Campus,+Yelahanka,+Bengaluru,+Karnataka+560064/@13.1217835,77.6001424,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae18e137922b29:0x3a9120e893a3160b!8m2!3d13.1217783!4d77.6027173!16s%2Fg%2F12xqksl0l?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yelahanka
Godrej Reserve,13.2689812,77.6673683,"https://www.google.com/maps/place/Godrej+Reserve,+Bangalore/@13.2689812,77.6673683,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1e35eb7423977:0x9a29c230d6f62fb9!8m2!3d13.268976!4d77.6699432!16s%2Fg%2F11fjyvglxr?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Assetz Sun & Sanctum,13.021543,77.7031491,"https://www.google.com/maps/place/Assetz+Sun+%26+Sanctum/@13.021543,77.7031491,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11497ecf6bf9:0x8e1344a990a20e4e!8m2!3d13.0215378!4d77.705724!16s%2Fg%2F11fhr026qb?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",K R Puram
Suraksha Heritage Park,12.8694767,77.6198509,"https://www.google.com/maps/place/Suraksha+Heritage+Park/@12.8694767,77.6198509,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6b7949b28b51:0xff5ae85bfd350ebe!8m2!3d12.8694715!4d77.6224258!16s%2Fg%2F11nxqyjyc7?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
Purva Kensho Hills,12.8329951,77.7927037,"https://www.google.com/maps/place/Purva+Kensho+Hills/@12.8329951,77.7927037,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae7345be061fbb:0x3dec05e10889e30e!8m2!3d12.8329899!4d77.7952786!16s%2Fg%2F11vm3mkkcn?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Byalahalli
Brigade Gem,12.8942331,77.6914624,"https://www.google.com/maps/place/Brigade+Gem/@12.8942331,77.6914624,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13ca77eef95d:0xd5b839b165d33506!8m2!3d12.8942279!4d77.6940373!16s%2Fg%2F11mpcgbsf0?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Doddakannelli
Sai Green Woods,12.9931515,77.670933,"https://www.google.com/maps/search/Sai+Green+Woods,+Bengaluru,+Karnataka,+India/@12.9931515,77.670933,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",A. Narayanapura
Cardinal One,13.0275377,77.5391309,"https://www.google.com/maps/place/Cardinal+One+%7C+3+and+4+BHK+Ultra+Private+Homes+in+Yeshwanthpur,+Bangalore/@13.0275377,77.5391309,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3d9ee31ef55d:0x1a618a610eb13cf2!8m2!3d13.0275325!4d77.5417058!16s%2Fg%2F11fl3yb20y?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yeshwantpur
The Poem by Shriram Properties,13.0696721,77.5182116,"https://www.google.com/maps/place/The+Poem+by+Shriram+Properties/@13.0696721,77.5182116,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae23e891b9a99b:0x7aa0cdf84d595c!8m2!3d13.0696669!4d77.5207865!16s%2Fg%2F11tt0z17lq?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jalahalli
Arvind Greatlands,12.9084691,77.6363796,"https://www.google.com/maps/place/ARVIND+GREATLANDS/@12.9084691,77.6363796,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae149121bb41dd:0x199c8fec83d75114!8m2!3d12.9084639!4d77.6389545!16s%2Fg%2F11vwtg77fk?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",HSR Layout
MIMS North Dale,13.0709765,77.6538385,"https://www.google.com/maps/place/MIMS+Northdale+-+Villas+in+Hennur+Road+Bangalore/@13.0709765,77.6538385,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b3a2fa4299d:0x5b51525807f1778e!8m2!3d13.0709713!4d77.6564134!16s%2Fg%2F11n1my_xb1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Visthar
Krishna Lakefront,19.72595,60.9754769,"https://www.google.com/maps/search/Krishna+Lakefront,+Bengaluru,+Karnataka,+India/@19.72595,60.9754769,4z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
Maanya Tulip,13.2535531,77.7479308,"https://www.google.com/maps/place/Maanya+Tulips+%7C+Premium+Villa+Plots+in+Devanahalli,+Bangalore+North/@13.2535531,77.7479308,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1fd76edd4e3f3:0xae2f797bce397916!8m2!3d13.2535479!4d77.7505057!16s%2Fg%2F11vz1tq5f5?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Spectra Parijatha,12.9599913,77.7295223,"https://www.google.com/maps/place/Spectra+Parijatha/@12.9599913,77.7295223,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae139e6fac6499:0x6fcb703697163553!8m2!3d12.9599861!4d77.7320972!16s%2Fg%2F11vhfvfsq4?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",AECS Layout
Kumari Nautilius,13.002796,77.7838824,"https://www.google.com/maps/place/KUMARI+NAUTILUS+-+Villas+in+Whitefield+Bangalore/@13.002796,77.7838824,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0fe50a62cea5:0x790b6bfa7f6e4594!8m2!3d13.0027908!4d77.7864573!16s%2Fg%2F11tnwg5c2v?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
Casagrand Amor,12.8622065,77.6070576,"https://www.google.com/maps/place/Casagrand+Amor/@12.8622065,77.6070576,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae159066066ab3:0x7b8f49ec3986b626!8m2!3d12.8622013!4d77.6096325!16s%2Fg%2F11stx6xf4h?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
Mahaveer Highlands,12.925039,77.4700827,"https://www.google.com/maps/place/Mahaveer+Highlands/@12.925039,77.4700827,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3f61f087b6bd:0x4337e611f21ffee4!8m2!3d12.9250338!4d77.4726576!16s%2Fg%2F11kj8r2w0j?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gongadipura
Ajmera Lakeside Paradise,13.1098648,77.5569592,"https://www.google.com/maps/place/Ajmera+Lakeside+Paradise/@13.1098648,77.5569592,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae18948e775945:0xb40514c0422829ab!8m2!3d13.1098596!4d77.5595341!16s%2Fg%2F11c6rwkbpl?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bylakere
Guru Punvaanii Eka,12.7007234,77.6975651,"https://www.google.com/maps/search/Guru+Punvaanii+Eka,+Bengaluru,+Karnataka,+India/@12.7007234,77.6975651,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Anekal
Promont,12.920464,77.5345104,"https://www.google.com/maps/place/The+Promont+Tata+Housing/@12.920464,77.5345104,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3e396dac39c3:0xde561990cbdac12a!8m2!3d12.9204588!4d77.5370853!16s%2Fg%2F11bw6k37c7?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Rajarajeshwari Nagar
Century Wintersun,13.2310376,77.5479424,"https://www.google.com/maps/place/Century+Wintersun/@13.2310376,77.5479424,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae200449743ad3:0xab6f49b194967135!8m2!3d13.2310324!4d77.5505173!16s%2Fg%2F11bwc6t_t2?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Doddaballapura
Sobha Crystal Meadows ,12.9046144,77.7181041,"https://www.google.com/maps/place/SOBHA+Crystal+Meadows/@12.9046144,77.7181041,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13b045da25ab:0xd5304d751fff336f!8m2!3d12.9046092!4d77.720679!16s%2Fg%2F11vyyv21s9?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Mullur
Icon by the Lake,12.9183824,77.5534033,"https://www.google.com/maps/search/Icon+by+the+Lake,+Bengaluru,+Karnataka,+India/@12.9183824,77.5534033,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Uttarahalli
Salarpuria-Sattva Anugraha,26.9444513,75.9347108,"https://www.google.com/maps/search/Salarpuria-Sattva+Anugraha,+Bengaluru,+Karnataka,+India/@26.9444513,75.9347108,15z?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
Sai Amogha,13.0369315,77.7030821,"https://www.google.com/maps/place/SAI+AMOGHA,+2%263+BHK+apartment/@13.0369315,77.7030821,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11640abe6e07:0xaf70f62da58cf45!8m2!3d13.0369263!4d77.705657!16s%2Fg%2F11ty5vr64t?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Margondanahalli
Brigade Oasis,12.9715969,77.5919153,"https://www.google.com/maps/place/Brigade+Oasis/@12.9715969,77.5919153,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1751596a4a5b:0x4d2aa7ab14626051!8m2!3d12.9715917!4d77.5944902!16s%2Fg%2F11vzs1z6rg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Chickpet
Sowparnika Ashiyana,12.9841468,77.7923991,"https://www.google.com/maps/place/Sowparnika+Ashiyana/@12.9841468,77.7923991,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0ffca7905989:0xbd6b17a19e6bcc4b!8m2!3d12.9841416!4d77.794974!16s%2Fg%2F11hlmfb99f?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
Bhavisha Bentley Goldberg,13.0779105,77.6896886,"https://www.google.com/maps/place/Bhavisha+Bentley+Goldberg/@13.0779105,77.6896886,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b40cbd48905:0x4ed940420c2ec6c5!8m2!3d13.0779053!4d77.6922635!16s%2Fg%2F11y24nlg7f?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kada agrahara
Aban Dazzle,12.8820564,77.7721446,"https://www.google.com/maps/place/Aban+Dazzle/@12.8820564,77.7721446,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73192d8a242b:0xca4e4041d7fca157!8m2!3d12.8820512!4d77.7747195!16s%2Fg%2F11kr6pqwtw?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Provident Woodfield,12.7963595,77.6798792,"https://www.google.com/maps/place/Provident+Woodfield+(Purva+Woodfield)/@12.7963595,77.6798792,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d007bf93c21:0x280519e02e5f13e5!8m2!3d12.7963543!4d77.6824541!16s%2Fg%2F11lf3_y7c5?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
Meda Heights,12.9156229,77.6911749,"https://www.google.com/maps/place/Meda+Heights/@12.9156229,77.6911749,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13d7537bbab3:0x621ea3a8034bae35!8m2!3d12.9156177!4d77.6937498!16s%2Fg%2F11fhr1gf11?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kaikondrahalli
Brigade El Dorado Krypton,13.1455328,77.6775589,"https://www.google.com/maps/place/Krypton+at+Brigade+El+Dorado/@13.1455328,77.6775589,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1bf003572423:0x3bb587fad38c1868!8m2!3d13.1455276!4d77.6801338!16s%2Fg%2F11t7yg095l?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",KIADB Park
Orchid Bloomsberry,12.9396294,77.7184015,"https://www.google.com/maps/place/Orchid+Bloomsberry+-+Goyal+%26+Co+%7C+Hariyana+Group/@12.9396294,77.7184015,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae138844e1b105:0xcaa59cf20feadf76!8m2!3d12.9396242!4d77.7209764!16s%2Fg%2F11r3c1071k?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Balagere
Prestige Glenbrook,12.9693284,77.737697,"https://www.google.com/maps/place/Prestige+Glenbrook/@12.9693284,77.737697,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae130f08f27e89:0x38e4c42040e9109b!8m2!3d12.9693232!4d77.7402719!16s%2Fg%2F11s4_tg_ht?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",White Field
Nandi Meraki,12.8573572,77.6040234,"https://www.google.com/maps/search/Nandi+Meraki,+Bengaluru,+Karnataka,+India/@12.8573572,77.6040234,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
SNN Clermont,13.0413094,77.6068589,"https://www.google.com/maps/place/SNN+CLERMONT,+Outer+Ring+Rd,+Opp.+Nagawara+Lake,+Jogappa+Layout,+Hebbal,+Bengaluru,+Karnataka+560032/@13.0413094,77.6068589,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1775dc131927:0x545617e581726644!8m2!3d13.0412129!4d77.6093979!16s%2Fg%2F11bvtc_41y?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hebbal
DNR Parklink,13.0798568,77.6515584,"https://www.google.com/maps/place/DNR+Parklink/@13.0798568,77.6515584,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b609df8c6e9:0x12d076a0a1709793!8m2!3d13.0798516!4d77.6541333!16s%2Fg%2F11ss88whfr?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kannuru
Abhee Riviera Royale,12.8896662,77.6523287,"https://www.google.com/maps/place/Abhee+Riviera+Royale+-+Apartments,+Kudlu+Gate,+Haralur+Road,+HSR+Extension/@12.8896662,77.6523287,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15fab52e1525:0x684298c79067f15e!8m2!3d12.889661!4d77.6549036!16s%2Fg%2F11vyr27br5?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kudlu
Sowparnika Olivia Nest,12.8562665,77.7994173,"https://www.google.com/maps/place/Sowparnika+Olivia+Nest/@12.8562665,77.7994173,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae731661be3e63:0xf1623cdf77f86790!8m2!3d12.8562613!4d77.8019922!16s%2Fg%2F11s792378z?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Manyata Midlands,12.6836863,77.7142688,"https://www.google.com/maps/place/Manyata+Midlands+-+Exclusive+plotted+development+at+Anekal/@12.6836863,77.7142688,17z/data=!3m1!4b1!4m6!3m5!1s0x692091fb15e8c625:0x3729954d58e0216e!8m2!3d12.6836811!4d77.7168437!16s%2Fg%2F11kc3hncmh?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Anekal
Trendsquare Ambience,13.0631674,77.6319178,"https://www.google.com/maps/place/Trendsquares+Ambience/@13.0631674,77.6319178,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1727a90a23bb:0x1e643800679c96b!8m2!3d13.0631622!4d77.6344927!16s%2Fg%2F11sstbqx1h?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Thanisandra
Gravity Aranya,12.8939396,77.4854508,"https://www.google.com/maps/place/Gravity+Aranya/@12.8939396,77.4854508,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3f6fb5a41beb:0x266b2aa916915002!8m2!3d12.8939344!4d77.4880257!16s%2Fg%2F11jsg88xs9?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Banashankari 6th Stage
Jains Aashraya,12.842856,77.5853986,"https://www.google.com/maps/place/Jains+Aashraya/@12.842856,77.5853986,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6aed9de31fa9:0x22303e2ceaa5d6c2!8m2!3d12.8428508!4d77.5879735!16s%2Fg%2F11g65cg0y6?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
Divyasree 77 East,12.9481088,77.6905806,"https://www.google.com/maps/place/DivyaSree+77+East/@12.9481088,77.6905806,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13b63a11b177:0x5ef86376600a4ae6!8m2!3d12.9481036!4d77.6931555!16s%2Fg%2F1hhhz8gyb?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Marathahalli
ELV Kingsland,12.96955,77.7391128,"https://www.google.com/maps/place/ELV+KINGSLAND/@12.96955,77.7391128,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae12013c8bcc11:0x1cfc39a328fdadf7!8m2!3d12.9695448!4d77.7416877!16s%2Fg%2F11d_thkw5z?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",White Field
Assetz Marq 3.0,13.0234165,77.7601201,"https://www.google.com/maps/place/Assetz+Marq+3.0+Tower+8/@13.0234165,77.7601201,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f3c9fd00387:0x3d1ac92616d3d5c8!8m2!3d13.0234113!4d77.762695!16s%2Fg%2F11l1d34s6q?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kannamangala
Adarsh Parkland,12.9319984,77.7076595,"https://www.google.com/maps/place/Adarsh+Parkland/@12.9319984,77.7076595,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae132fa44c9bff:0xf12b09362545e8c9!8m2!3d12.9319932!4d77.7102344!16s%2Fg%2F11tnnndj40?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Panathur
Srivari Forest Breeze,12.8962489,77.5253631,"https://www.google.com/maps/place/Srivari+Forest+Breeze/@12.8962489,77.5253631,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3ffa330e68d5:0x9722d469953b6765!8m2!3d12.8962437!4d77.527938!16s%2Fg%2F11kc2mhfrx?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Uttarahalli
Abhee Silicon Shine,12.9026947,77.7162793,"https://www.google.com/maps/place/Abhee+Silicon+Shine/@12.9026947,77.7162793,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae137fe5523609:0x26a39941c8784d37!8m2!3d12.9026895!4d77.7188542!16s%2Fg%2F11pl69yd8r?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Mullur
42 Marquis,12.8382383,77.7208951,"https://www.google.com/maps/place/42+Marquis+villa+-+off+Sarjapura+road/@12.8382383,77.7208951,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6da98e8d64e1:0xfa9519508e358ecd!8m2!3d12.8382331!4d77.72347!16s%2Fg%2F11rwq1g8gd?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
Birla Trimaya,13.1881283,77.6653453,"https://www.google.com/maps/search/Birla+Trimaya,+Bengaluru,+Karnataka,+India/@13.1881283,77.6653453,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Airport City
Alchemy Elixir,12.8261388,77.6523084,"https://www.google.com/maps/place/Aratt+Alchemy+Elixir/@12.8261388,77.6523084,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6c788a8b6bfb:0x21960da25cb946f2!8m2!3d12.8261336!4d77.6548833!16s%2Fg%2F11gfh8fgzk?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
GRC Shreekrish,12.8856156,77.6779519,"https://www.google.com/maps/place/GRC+SHREEKRISH/@12.8856156,77.6779519,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae133fc5f5fa4b:0x331047ff8cdc5773!8m2!3d12.8856104!4d77.6805268!16s%2Fg%2F11tjcqhqnz?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Choodasandra
Urbanest Elite 35,13.0730276,77.7497252,"https://www.google.com/maps/place/URBANEST+ELITE+35/@13.0730276,77.7497252,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae05ea6928132d:0xa5ec32f755dbb944!8m2!3d13.0730224!4d77.7523001!16s%2Fg%2F11kqsxpmjq?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Budigere Cross
Mahaveer Northscape,13.2048729,77.6349698,"https://www.google.com/maps/place/Mahaveer+Northscape/@13.2048729,77.6349698,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1f51c2b18227:0x6dd8bc27be7e46d4!8m2!3d13.2048677!4d77.6375447!16s%2Fg%2F11p62399_m?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Mohan Altura,12.9203219,77.7266853,"https://www.google.com/maps/place/Mohan+Altura/@12.9203219,77.7266853,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae133a39fdc3d1:0x29b65b87322684d7!8m2!3d12.9203167!4d77.7292602!16s%2Fg%2F11rs0pdq1f?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gunjur
Green Boulevard,12.8362149,77.774088,"https://www.google.com/maps/place/Green+Boulevard+-+21+Castle/@12.8362149,77.774088,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae735fa4068a51:0xdeade77b057c8cf4!8m2!3d12.8362097!4d77.7766629!16s%2Fg%2F11p06yy0bw?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Atmos and Aura ,13.1841686,77.6602497,"https://www.google.com/maps/place/Assetz+Atmos+%26+Aura/@13.1841686,77.6602497,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1f96d33fdb13:0x9fcce5a4394076ea!8m2!3d13.1841634!4d77.6628246!16s%2Fg%2F11frq21tlx?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Airport City
