Project Name,Latitude,Longitude,Google Maps URL,Micromarket Name
Lagos,6.4421096,-9.1314783,"https://www.google.com/maps/dir/Lagos,+Nigeria/Bengaluru,+Karnataka,+India/@6.4421096,-9.1314783,3z/data=!3m1!4b1!4m13!4m12!1m5!1m1!1s0x103b8b2ae68280c1:0xdc9e87a367c3d9cb!2m2!1d3.3792057!2d6.5243793!1m5!1m1!1s0x3bae1670c9b44e6d:0xf8dfc3e8517e4fe0!2m2!1d77.5945627!2d12.9715987?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
Purva Kenso Hills,12.8438055,77.5053893,"https://www.google.com/maps/search/Purva+Kenso+Hills,+Bengaluru,+Karnataka,+India/@12.8438055,77.5053893,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kaggalipura
Mathapathi Grand Field,12.9181229,77.7227287,"https://www.google.com/maps/place/Mathapathi+Grand+Field/@12.9181229,77.7227287,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1357aecfb03f:0x19e6e55ad847d706!8m2!3d12.9181177!4d77.7253036!16s%2Fg%2F11q22qp4y2?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gunjur
Isle of Tree,13.0613916,77.6188152,"https://www.google.com/maps/place/TVS+Emerald+Isle+of+Trees/@13.0613916,77.6188152,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19f7c8044193:0xd947d7438581a352!8m2!3d13.0613864!4d77.6213901!16s%2Fg%2F11vy5dhyg0?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jakkur
Century Novus,13.085883,77.6015465,"https://www.google.com/maps/place/Century+Novus/@13.085883,77.6015465,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19cc9f761eb1:0xdf273d8f78f06901!8m2!3d13.0858778!4d77.6041214!16s%2Fg%2F11mhhwty4b?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jakkur
DSR RR Avenue,13.1066874,77.5787711,"https://www.google.com/maps/place/DSR+RR+Avenues/@13.1066874,77.5787711,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae193095daf92b:0x3b9ef8a1303a581e!8m2!3d13.1066822!4d77.581346!16s%2Fg%2F11h5l5w7d5?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yelahanka
Birla Alokya,12.9897698,77.7863911,"https://www.google.com/maps/place/Birla+Alokya+Whitefield/@12.9897698,77.7863911,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f93cea6df95:0xbab9eebc56a3729c!8m2!3d12.9897646!4d77.788966!16s%2Fg%2F11h3v7vcn5?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
Elegant Tranquility,12.9182578,77.5061891,"https://www.google.com/maps/place/Elegant+Tranquility+-+Rajarajeshwari+Nagar/@12.9182578,77.5061891,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3ffc25c48639:0x5338e55d35479e02!8m2!3d12.9182526!4d77.508764!16s%2Fg%2F11tg63l4hv?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kengeri
Purva Oakshire,13.0522455,77.6958169,"https://www.google.com/maps/place/Purva+Oakshire/@13.0522455,77.6958169,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae114673f3517f:0xd1e2b6d23466870!8m2!3d13.0522403!4d77.6983918!16s%2Fg%2F11kc67br78?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Margondanahalli
Puravankara Purva Meraki,12.9000192,77.6444993,"https://www.google.com/maps/place/Purva+Meraki/@12.9000192,77.6444993,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15cb32d9d923:0xe79e1ba5079b6df2!8m2!3d12.900014!4d77.6470742!16s%2Fg%2F11l5pnjdcj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",HSR Layout
Pursuit of a Radical Rhapsody,12.9881188,77.7178947,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881188,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hudi
Helio at Brigade El Dorado,13.1438037,77.675381,"https://www.google.com/maps/place/Helio+at+Brigade+El+Dorado/@13.1438037,77.675381,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b65d81df903:0xdb45901e41d45921!8m2!3d13.1437985!4d77.6779559!16s%2Fg%2F11l5zcq0kl?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",KIADB Park
Icon Calista,12.7974976,77.6828441,"https://www.google.com/maps/place/Icon+Calista/@12.7974976,77.6828441,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d9ee8c0557f:0xbcbb65d15bfb0d0e!8m2!3d12.7974924!4d77.685419!16s%2Fg%2F11vclr17ln?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
Purva Atmosphere,13.0642735,77.631555,"https://www.google.com/maps/place/Purva+Atmosphere/@13.0642735,77.631555,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19cd10cc5161:0x95264b2a77b017e2!8m2!3d13.0642683!4d77.6341299!16s%2Fg%2F11j2xmgkbj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Thanisandra
Subram Jade Gardens,13.0404586,77.4916477,"https://www.google.com/maps/place/Subram+Jade+Gardens+-+A+Premium+Apartment+Project/@13.0404586,77.4916477,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3dd22d274cb9:0x6bc5bd1ac706317a!8m2!3d13.0404534!4d77.4942226!16s%2Fg%2F11h24qn4qg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nagasandra
DNR Highline,12.9823295,77.5645757,"https://www.google.com/maps/place/DNR+HIGHLINE/@12.9823295,77.5645757,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17d9680c587b:0x1abe9ad95c97428c!8m2!3d12.9823243!4d77.5671506!16s%2Fg%2F11l19x100r?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Rajajinagar
Divine Meadows,12.8677839,77.7983958,"https://www.google.com/maps/place/MJR+Divine+Meadows/@12.8677839,77.7983958,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73650422d533:0x82029bedc933750f!8m2!3d12.8677787!4d77.8009707!16s%2Fg%2F11t2vkys9s?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Sobha Windsor,12.9727298,77.7603326,"https://www.google.com/maps/place/SOBHA+Windsor/@12.9727298,77.7603326,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da8088ccce5:0x8f67987bb9084cd0!8m2!3d12.9727246!4d77.7629075!16s%2Fg%2F11h0_pfcly?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",White Field
Greenfinch Meadows,12.9391248,77.6853833,"https://www.google.com/maps/place/Greenfinch+Meadows/@12.9391248,77.6853833,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1392d6693e7d:0x837ef37ac7dd335!8m2!3d12.9391196!4d77.6879582!16s%2Fg%2F11fjqjh53m?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Marathahalli
SSVR Niyaara,12.9458159,77.7515595,"https://www.google.com/maps/place/SSVR+Niyaara/@12.9458159,77.7515595,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0daaea66e09d:0x9e37470dd010b1db!8m2!3d12.9458107!4d77.7541344!16s%2Fg%2F11st_s50hx?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Varthur
CoEvolve Florenza,12.8986856,77.7852936,"https://www.google.com/maps/place/Coevolve+Florenza/@12.8986856,77.7852936,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0ded1fcd1bfb:0x9f0d821d9870bedd!8m2!3d12.8986804!4d77.7878685!16s%2Fg%2F11vc875871?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Rohan Ekanta,12.9271349,77.7222193,"https://www.google.com/maps/place/Rohan+Ekanta/@12.9271349,77.7222193,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1351c17536f9:0xfaae956741e7ede6!8m2!3d12.9271297!4d77.7247942!16s%2Fg%2F11vhh6wh0r?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gunjur
Aiikya Village,12.846691,77.7798681,"https://www.google.com/maps/place/Aiikya+Village+Sarjapur/@12.846691,77.7798681,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae737907734c5b:0xc6a48fc14593f9f!8m2!3d12.8466858!4d77.782443!16s%2Fg%2F11sz3nw99x?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
The Earth,13.0525485,77.4389975,"https://www.google.com/maps/search/The+Earth,+Bengaluru,+Karnataka,+India/@13.0525485,77.4389975,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nelamangala
Mana Dale,12.8869612,77.7046435,"https://www.google.com/maps/place/Mana+Dale/@12.8869612,77.7046435,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13979a1d685b:0x4e115945817a350!8m2!3d12.886956!4d77.7072184!16s%2Fg%2F11vbl93g8p?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Chikkakannalli
Govianu Jodidhar Atlantis,13.0642127,77.5863565,"https://www.google.com/maps/place/Govianu+Jodidhar+Atlantis/@13.0642127,77.5863565,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae198da7df424f:0x77a8e08142f31b37!8m2!3d13.0642075!4d77.5889314!16s%2Fg%2F11fjqk37ng?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sahakara Nagar
Trifecta Retto,12.8917564,77.7071981,"https://www.google.com/maps/place/Trifecta+Retto,+Sarjapur+Road,+Bangalore/@12.8917564,77.7071981,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae138013b4d9c1:0x1df5932fcba59dbb!8m2!3d12.8917512!4d77.709773!16s%2Fg%2F11vb7jpy6n?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Chikkakannalli
DS Max Stavam Nest,13.1320775,77.5799635,"https://www.google.com/maps/place/Ds+Max+Stavam+Nest/@13.1320775,77.5799635,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19004c4944c9:0xa39befb34b7bae2b!8m2!3d13.1320723!4d77.5825384!16s%2Fg%2F11ltbx0qq3?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yelahanka
Kumari Oak Ville,12.8842679,77.784366,"https://www.google.com/maps/place/Kumari+Oakville/@12.8842679,77.784366,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae739c9ca6b6c7:0x4c94bea4e4a521b!8m2!3d12.8842627!4d77.7869409!16s%2Fg%2F11hdj5xjj8?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Adarsh Tropica,12.8862943,77.693857,"https://www.google.com/maps/place/Adarsh+Tropica/@12.8862943,77.693857,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13ccc17c0da3:0x50b54e4f0c6e939!8m2!3d12.8862891!4d77.6964319!16s%2Fg%2F11t30xyh2_?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Choodasandra
Kns Ananta,12.9417291,77.4309424,"https://www.google.com/maps/place/KNS+Ananta/@12.9417291,77.4309424,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3911b062ccc9:0x9d863e898d8ad39d!8m2!3d12.9417239!4d77.4335173!16s%2Fg%2F11stnw8m31?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gongadipura
Evo Aeris,12.835904,77.765339,"https://www.google.com/maps/place/Evo+Aeris,+Evo+Homes/@12.835904,77.765339,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73006fa1f46f:0x7a5b08de0d110c76!8m2!3d12.8358988!4d77.7679139!16s%2Fg%2F11vqsxq5nx?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
PSR Vanasree,12.8880934,77.7071173,"https://www.google.com/maps/place/PSR+VANASREE/@12.8880934,77.7071173,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1313ad150f67:0x8bc90050648f37e!8m2!3d12.8880882!4d77.7096922!16s%2Fg%2F11v3t36rlv?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Chikkakannalli
Terra Alegria,26.9444513,75.9347108,"https://www.google.com/maps/search/Terra+Alegria,+Bengaluru,+Karnataka,+India/@26.9444513,75.9347108,15z?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
Adarsh Savana,13.2087433,77.6011804,"https://www.google.com/maps/place/Adarsh+Savana/@13.2087433,77.6011804,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1f2c963390d3:0x74e32bba6f5e7182!8m2!3d13.2087381!4d77.6037553!16s%2Fg%2F11rwlncpjw?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Pacific Legacy,12.9008587,77.605565,"https://www.google.com/maps/place/Pacific+Legacy/@12.9008587,77.605565,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1544d8d16001:0x2e885256f613179b!8m2!3d12.9008535!4d77.6081399!16s%2Fg%2F11vdtbf6jp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bilekhalli
Sanjeevini Aarna,13.0772884,77.8048705,"https://www.google.com/maps/place/Sanjeevini+Aarna/@13.0772884,77.8048705,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae05bb61e3849d:0xb60db469accbb08d!8m2!3d13.0772832!4d77.8074454!16s%2Fg%2F11wjl668hb?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
Prestige Elm Park,12.9799015,77.7573134,"https://www.google.com/maps/place/Prestige+Elm+Park/@12.9799015,77.7573134,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f00f3cea08d:0xe187c36e049374f2!8m2!3d12.9798963!4d77.7598883!16s%2Fg%2F11t53ylt6k?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",White Field
Soulace By Modern Spaces,12.8636972,77.7566761,"https://www.google.com/maps/place/Soulace+Villas+by+Modern+Spaaces/@12.8636972,77.7566761,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae7316049f9983:0xe525424e29d76717!8m2!3d12.863692!4d77.759251!16s%2Fg%2F11sk86621s?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Abhee Pride,12.7852602,77.6943512,"https://www.google.com/maps/place/Abhee+Pride/@12.7852602,77.6943512,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6f7e29e4e305:0x5c8a3750bb8623!8m2!3d12.785255!4d77.6969261!16s%2Fg%2F11tt240ywj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
Binary Temple Tree,12.863574,77.7705606,"https://www.google.com/maps/place/Binary+Temple+Tree/@12.863574,77.7705606,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73000cbfed1d:0x86b4704e1c53785c!8m2!3d12.8635688!4d77.7731355!16s%2Fg%2F11vk7hzkt8?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Pride Vatika,12.8008366,77.6591741,"https://www.google.com/maps/place/PRIDE+VATIKA/@12.8008366,77.6591741,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6c058718ed83:0xfb9d3f5cd5d54162!8m2!3d12.8008314!4d77.661749!16s%2Fg%2F11l5ql2xmc?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
Classic Canaan,13.2248796,77.7164236,"https://www.google.com/maps/place/Classic+Canaan/@13.2248796,77.7164236,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1dc300fec93d:0x573541cf0edebea5!8m2!3d13.2248744!4d77.7189985!16s%2Fg%2F11y38jsz52?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Purva Orient Grand,12.9619924,77.5869544,"https://www.google.com/maps/place/Purva+Orient+Grand/@12.9619924,77.5869544,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae151e3ab02823:0xbeec37b4aff45c64!8m2!3d12.9619872!4d77.5895293!16s%2Fg%2F11rxzslvyq?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Chickpet
Elegant Hermitage,12.8987203,77.509675,"https://www.google.com/maps/place/Elegant+Hermitage/@12.8987203,77.509675,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3fba8319e2d3:0xdaa4ed2382f22976!8m2!3d12.8987151!4d77.5122499!16s%2Fg%2F11v0qm1tpp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Banashankari 6th Stage
North Park,12.9882669,77.5772512,"https://www.google.com/maps/place/N+Park+Rd,+Seshadripuram,+Bengaluru,+Karnataka/@12.9882669,77.5772512,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1615e4b3c4f5:0xe2ce0d10d7fd1f01!8m2!3d12.9882617!4d77.5798261!16s%2Fg%2F1tdghq16?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Malleswaram
Sobha Dream Gardens,13.0986723,77.638725,"https://www.google.com/maps/place/SOBHA+Dream+Gardens+(Residential+Apartments+in+Thanisandra)/@13.0986723,77.638725,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19261265aa95:0xcc6de8ac0fc6561f!8m2!3d13.0986671!4d77.6412999!16s%2Fg%2F11f7760crx?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yelahanka
Raheja Vivarea,12.9267735,77.6288568,"https://www.google.com/maps/place/Raheja+Vivarea/@12.9267735,77.6288568,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae14607dca5be7:0x7498e59c3dbf81b4!8m2!3d12.9267683!4d77.6314317!16s%2Fg%2F11cfd2svp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Koramangala
Savara By Vista Spaces,12.9729754,77.4807035,"https://www.google.com/maps/search/Savara+By+Vista+Spaces,+Bengaluru,+Karnataka,+India/@12.9729754,77.4807035,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nagarabhavi
Isha Serene,12.7482677,77.7592845,"https://www.google.com/maps/place/Annciya+Isha+Serene/@12.7482677,77.7592845,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae710047209775:0x42cc99653f73ba8b!8m2!3d12.7482625!4d77.7618594!16s%2Fg%2F11vrv_1r7w?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Attibele
Signature Pristine,12.8894369,77.781588,"https://www.google.com/maps/place/Signature+Pristine/@12.8894369,77.781588,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da247627647:0xbbf92f21da073cc8!8m2!3d12.8894317!4d77.7841629!16s%2Fg%2F11v0zlxtj5?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Krishvi E-Villas,12.7754083,77.7479784,"https://www.google.com/maps/place/Krishvi+EVilla/@12.7754083,77.7479784,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae71f32a8dc80f:0x1b217d348757f1a7!8m2!3d12.7754031!4d77.7505533!16s%2Fg%2F11sbp2z35c?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Attibele
NCC Urban Green Province One,12.8651665,77.7670576,"https://www.google.com/maps/place/NCC+Urban+Green+Province/@12.8651665,77.7670576,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae72c0dc78895d:0xbd82462c514a05d3!8m2!3d12.8651613!4d77.7696325!16s%2Fg%2F11cl_l7583?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Atz Areva,12.9393076,77.7226418,"https://www.google.com/maps/place/ATZ+Areva,+Balagere,+Bengaluru,+Karnataka+560087/@12.9393076,77.7226418,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae12662b20b2c7:0xa5b1a4ca4f28af85!8m2!3d12.9393024!4d77.7252167!16s%2Fg%2F12lrtd2mx?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Balagere
The County Address ,12.8804728,77.7849355,"https://www.google.com/maps/place/The+County+Address/@12.8804728,77.7849355,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae72d42ee19e13:0x247baeb4d396b388!8m2!3d12.8804676!4d77.7875104!16s%2Fg%2F11g72mwftj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Adarsh Welkin Park,12.9065809,77.6168887,"https://www.google.com/maps/search/Adarsh+Welkin+Park,+Bengaluru,+Karnataka,+India/@12.9065809,77.6168887,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bilekhalli
Shell Sapphire,12.8667958,77.6822303,"https://www.google.com/maps/place/Shell+Sapphire+Apartment/@12.8667958,77.6822303,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d4e4102c9ed:0xe2757a4b06fa6a6f!8m2!3d12.8667906!4d77.6848052!16s%2Fg%2F11kq407clc?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Rayasandra
Brigade Horizon,12.8876489,77.4497007,"https://www.google.com/maps/place/Brigade+Horizon+Bengaluru/@12.8876489,77.4497007,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3fae544ccce1:0x3ccc4b33c5d0e398!8m2!3d12.8876437!4d77.4522756!16s%2Fg%2F11gtgdxl90?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Challaghatta
Rohan Upavan,13.0559658,77.6586347,"https://www.google.com/maps/place/Rohan+Upavan/@13.0559658,77.6586347,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae10ab760dc231:0x30dbc8aefa9dde61!8m2!3d13.0559606!4d77.6612096!16s%2Fg%2F11f6mhbxss?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Byrathi
Casagrand Meridian,13.0191264,77.7015426,"https://www.google.com/maps/place/Casagrand+Meridian/@13.0191264,77.7015426,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11b4deeb7cc1:0x97822c66c3df11a7!8m2!3d13.0191212!4d77.7041175!16s%2Fg%2F11tk47n_ct?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",K R Puram
Ivory at Brigade Orchards,13.2250776,77.7201889,"https://www.google.com/maps/place/Ivory+at+Brigade+Orchards/@13.2250776,77.7201889,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d47db0cf911:0x8a5c6ca4f5c3ad1d!8m2!3d13.2250724!4d77.7227638!16s%2Fg%2F11j7hzcygp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Sobha Manhattan Towers Town Park,12.7867195,77.7415089,"https://www.google.com/maps/place/SOBHA+Manhattan+Towers+-+Townpark/@12.7867195,77.7415089,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6e03e51367c7:0x65e34df5be85c70d!8m2!3d12.7867143!4d77.7440838!16s%2Fg%2F11kqxls6qg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Attibele
Tetra Grand Green Essence,13.0862161,77.6212453,"https://www.google.com/maps/place/Tetra+grand+green+essence/@13.0862161,77.6212453,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1900379ee149:0x3d2fe356a69447bf!8m2!3d13.0862109!4d77.6238202!16s%2Fg%2F11wfypl3_k?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jakkur
Radiance Platinum,12.9288876,77.6375551,"https://www.google.com/maps/place/Radiance+Platinum/@12.9288876,77.6375551,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1551d8fd2f39:0x843b2578709d7c50!8m2!3d12.9288824!4d77.64013!16s%2Fg%2F11w1dbn22k?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Koramangala
Sattva Aqua Vista,12.8646846,77.5885511,"https://www.google.com/maps/place/Sattva+Aqua+Vista/@12.8646846,77.5885511,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6ac114ccffff:0x32b69e92bdbbba1!8m2!3d12.8646794!4d77.591126!16s%2Fg%2F11nnv_60l7?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Anjanapura
Rosewood Estates,13.1897652,77.6698067,"https://www.google.com/maps/place/NR+Rosewood+Estates/@13.1897652,77.6698067,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d25185fbb81:0x4d7e0271b37c1c55!8m2!3d13.18976!4d77.6723816!16s%2Fg%2F11pzkkb__g?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Airport City
Sattva Ashraya,12.8240039,77.4081676,"https://www.google.com/maps/place/Sattva+Ashraya/@12.8240039,77.4081676,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae47ba4d9ee9d7:0x181fb80779bb87f3!8m2!3d12.8239987!4d77.4107425!16s%2Fg%2F11t056rvdl?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bangalore South
KNS Adrika ,12.8793177,77.3703626,"https://www.google.com/maps/place/KNS+Aadrika/@12.8793177,77.3703626,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae375409e1667b:0xe6ecbcdd88836e6c!8m2!3d12.8793125!4d77.3729375!16s%2Fg%2F11srty7py_?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sulivara
